missing_day,weekday,prev_file,next_file,tdate_block_vol_in_next_file,direct_verdict,holiday,verdict,run_id
20260323,周一,20260320,20260324,19408279.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,117
20260330,周一,20260327,20260401,,无直接判据（连续缺失区间内部）,,交易日 · 文件缺失（不在休市公告内）,118
20260331,周二,20260327,20260401,11980304.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,118
20260406,周一,20260403,20260407,0.0,已证实是假期（次日文件里该块是 padding）,2026清明,休市（交易所公告）,119
20260408,周三,20260407,20260409,10568153.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,119
20260413,周一,20260410,20260414,10840304.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,120
20260417,周五,20260416,20260420,14500868.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,120
20260501,周五,20260430,20260506,,无直接判据（连续缺失区间内部）,2026劳动,休市（交易所公告）,121
20260504,周一,20260430,20260506,,无直接判据（连续缺失区间内部）,2026劳动,休市（交易所公告）,121
20260505,周二,20260430,20260506,0.0,已证实是假期（次日文件里该块是 padding）,2026劳动,休市（交易所公告）,121
20260508,周五,20260507,20260511,8807149.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,121
20260519,周二,20260518,20260522,,无直接判据（连续缺失区间内部）,,交易日 · 文件缺失（不在休市公告内）,122
20260520,周三,20260518,20260522,,无直接判据（连续缺失区间内部）,,交易日 · 文件缺失（不在休市公告内）,122
20260521,周四,20260518,20260522,8724105.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,122
20260529,周五,20260528,20260601,8319528.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,123
20260604,周四,20260603,20260609,,无直接判据（连续缺失区间内部）,,交易日 · 文件缺失（不在休市公告内）,124
20260605,周五,20260603,20260609,,无直接判据（连续缺失区间内部）,,交易日 · 文件缺失（不在休市公告内）,124
20260608,周一,20260603,20260609,11171891.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,124
20260615,周一,20260612,20260616,9178017.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,125
20260619,周五,20260618,20260622,0.0,已证实是假期（次日文件里该块是 padding）,2026端午,休市（交易所公告）,125
20260709,周四,20260708,20260710,9618874.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,126
20260720,周一,20260717,20260721,11521826.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,127
20260722,周三,20260721,20260723,9771731.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,127
20260804,周二,20260803,20260805,11705821.0,已证实是交易日（文件缺失）,,交易日 · 文件缺失（数据直接证实）,128
