clearing_day,market,product,contract,tdate,bartime,mask,open,high,low,close,volume,value,vwap,market_cn,year
20200205,XDCE,JM,JM2101,20200205,09:05,5,0,1133.0,0,1133.0,1,67980,1133.0,大商所,2020
20200207,XDCE,C,C2007,20200207,09:01,5,0,1960.0,0,1960.0,146,2860180,1959.03,大商所,2020
20200207,XDCE,I,I2007,20200207,09:03,5,0,587.0,0,587.0,88,5163850,586.801,大商所,2020
20200207,XDCE,V,V2101,20200207,09:02,5,0,6245.0,0,6245.0,1,31225,6245.0,大商所,2020
20200210,XDCE,I,I2011,20200210,09:01,5,0,565.5,0,565.5,6,339400,565.667,大商所,2020
20200210,XDCE,JM,JM2101,20200210,09:20,5,0,1164.5,0,1164.5,1,69870,1164.5,大商所,2020
20200211,XDCE,JM,JM2101,20200211,11:29,5,0,1170.0,0,1170.0,1,70200,1170.0,大商所,2020
20200211,XDCE,M,M2011,20200211,09:05,5,0,2771.0,0,2769.0,230,6369500,2769.35,大商所,2020
20200212,XDCE,JM,JM2101,20200212,09:24,5,0,1182.0,0,1182.0,1,70920,1182.0,大商所,2020
20200213,XDCE,I,I2007,20200213,09:02,5,0,615.5,0,615.5,10,615900,615.9,大商所,2020
20200214,XDCE,L,L2101,20200214,09:01,5,0,7030.0,0,7030.0,2,70375,7037.5,大商所,2020
20200219,XDCE,B,B2007,20200219,09:11,5,0,3091.0,0,3091.0,2,61820,3091.0,大商所,2020
20200220,XDCE,B,B2101,20200220,13:37,5,0,3222.0,0,3221.0,3,96830,3227.67,大商所,2020
20200221,XDCE,C,C2011,20200221,09:02,5,0,1973.0,0,1973.0,7,138110,1973.0,大商所,2020
20200221,XDCE,C,C2101,20200221,09:01,5,0,1986.0,0,1985.0,20,397150,1985.75,大商所,2020
20200226,XDCE,C,C2007,20200226,09:01,5,0,1941.0,0,1940.0,87,1688410,1940.7,大商所,2020
20200302,XDCE,V,V2101,20200302,09:01,5,0,6260.0,0,6260.0,9,282475,6277.22,大商所,2020
20200306,XDCE,JM,JM2101,20200306,14:23,5,0,1199.0,0,1199.0,3,215820,1199.0,大商所,2020
20200312,XDCE,J,J2101,20200312,09:06,5,0,1786.5,0,1786.5,4,714150,1785.38,大商所,2020
20200317,XDCE,V,V2101,20200317,09:01,5,0,6250.0,0,6250.0,256,7994725,6245.88,大商所,2020
20200319,XDCE,C,C2011,20200319,09:01,5,0,2010.0,0,2009.0,50,1004740,2009.48,大商所,2020
20200320,XDCE,C,C2011,20200320,09:01,5,0,2016.0,0,2014.0,29,584080,2014.07,大商所,2020
20200326,XDCE,B,B2007,20200326,09:01,5,0,3200.0,0,3193.0,7,224060,3200.86,大商所,2020
20200326,XDCE,I,I2011,20200326,09:07,5,0,579.0,0,579.0,1,57900,579.0,大商所,2020
20200326,XDCE,J,J2101,20200326,09:08,5,0,1711.5,0,1708.5,8,1372100,1715.12,大商所,2020
20200330,XDCE,B,B2007,20200330,09:01,5,0,3227.0,0,3227.0,30,963690,3212.3,大商所,2020
20200401,XDCE,B,B2007,20200401,09:02,5,0,3196.0,0,3196.0,2,63880,3194.0,大商所,2020
20200401,XDCE,JM,JM2101,20200401,09:02,5,0,1096.0,0,1095.0,6,395010,1097.25,大商所,2020
20200402,XDCE,B,B2007,20200402,09:01,5,0,3067.0,0,3064.0,14,429610,3068.64,大商所,2020
20200402,XDCE,I,I2103,20200402,09:02,5,0,508.5,0,508.5,1,50850,508.5,大商所,2020
20200402,XDCE,J,J2101,20200402,09:01,5,0,1567.0,0,1561.5,17,2660550,1565.03,大商所,2020
20200403,XDCE,B,B2007,20200403,09:01,5,0,3090.0,0,3090.0,9,278520,3094.67,大商所,2020
20200408,XDCE,B,B2007,20200408,09:01,5,0,3087.0,0,3053.0,40,1230000,3075.0,大商所,2020
20200408,XDCE,C,C2011,20200408,09:01,5,0,2047.0,0,2045.0,26,531940,2045.92,大商所,2020
20200408,XDCE,C,C2103,20200408,09:02,5,0,2078.0,0,2078.0,6,124680,2078.0,大商所,2020
20200408,XDCE,M,M2011,20200408,09:01,5,0,2816.0,0,2816.0,91,2562470,2815.9,大商所,2020
20200410,XDCE,C,C2011,20200410,09:01,5,0,2059.0,0,2057.0,50,1028970,2057.94,大商所,2020
20200410,XDCE,M,M2011,20200410,09:01,5,0,2854.0,0,2849.0,51,1454720,2852.39,大商所,2020
20200413,XDCE,C,C2011,20200413,09:01,5,0,2060.0,0,2060.0,27,555990,2059.22,大商所,2020
20200414,XDCE,I,I2007,20200414,09:01,5,0,636.0,0,635.0,34,2158750,634.926,大商所,2020
20200415,XDCE,M,M2011,20200415,09:01,5,0,2834.0,0,2832.0,26,736320,2832.0,大商所,2020
20200416,XDCE,C,C2103,20200416,09:01,5,0,2101.0,0,2101.0,81,1707360,2107.85,大商所,2020
20200416,XDCE,JM,JM2101,20200416,09:06,5,0,1088.0,0,1088.0,1,65280,1088.0,大商所,2020
20200421,XDCE,I,I2011,20200421,09:01,5,0,593.5,0,589.5,16,950050,593.781,大商所,2020
20200424,XDCE,B,B2007,20200424,09:01,5,0,3027.0,0,3026.0,34,1028750,3025.74,大商所,2020
20200428,XDCE,C,C2011,20200428,09:01,5,0,2112.0,0,2111.0,49,1034630,2111.49,大商所,2020
20200428,XDCE,M,M2011,20200428,09:01,5,0,2801.0,0,2799.0,43,1203880,2799.72,大商所,2020
20200429,XDCE,C,C2103,20200429,09:05,5,0,2127.0,0,2126.0,2,42530,2126.5,大商所,2020
20200507,XDCE,M,M2011,20200506,21:01,5,0,2785.0,0,2785.0,47,1309830,2786.87,大商所,2020
20200507,XDCE,P,P2005,20200507,09:04,5,0,4374.0,0,4374.0,20,874800,4374.0,大商所,2020
20200508,XDCE,C,C2011,20200507,21:02,5,0,2085.0,0,2085.0,4,83400,2085.0,大商所,2020
20200508,XDCE,V,V2005,20200507,21:34,5,0,5665.0,0,5665.0,1,28325,5665.0,大商所,2020
20200511,XDCE,I,I2103,20200508,21:04,5,0,569.0,0,569.0,3,170700,569.0,大商所,2020
20200511,XDCE,M,M2103,20200508,21:15,5,0,2789.0,0,2789.0,2,55760,2788.0,大商所,2020
20200512,XDCE,EB,EB2101,20200511,21:01,5,0,5683.0,0,5673.0,5,141980,5679.2,大商所,2020
20200513,XDCE,C,C2007,20200512,21:01,5,0,2021.0,0,2021.0,10,202010,2020.1,大商所,2020
20200513,XDCE,I,I2103,20200512,21:11,5,0,571.5,0,571.5,1,57150,571.5,大商所,2020
20200515,XDCE,I,I2011,20200514,21:17,5,0,623.0,0,623.0,1,62300,623.0,大商所,2020
20200518,XDCE,M,M2011,20200515,21:01,5,0,2739.0,0,2739.0,20,547570,2737.85,大商所,2020
20200518,XDCE,P,P2005,20200515,21:13,5,0,4596.0,0,4596.0,30,1378800,4596.0,大商所,2020
20200519,XDCE,C,C2007,20200518,21:01,5,0,2015.0,0,2015.0,13,262030,2015.62,大商所,2020
20200519,XDCE,I,I2103,20200518,21:09,5,0,608.0,0,608.0,1,60800,608.0,大商所,2020
20200519,XDCE,M,M2103,20200518,21:04,5,0,2727.0,0,2727.0,4,109080,2727.0,大商所,2020
20200520,XDCE,L,L2105,20200519,21:01,5,0,6450.0,0,6450.0,25,809750,6478.0,大商所,2020
20200520,XDCE,P,P2105,20200519,21:09,5,0,4836.0,0,4836.0,1,48360,4836.0,大商所,2020
20200522,XDCE,I,I2103,20200521,21:22,5,0,637.0,0,637.0,1,63700,637.0,大商所,2020
20200522,XDCE,PG,PG2012,20200521,21:01,5,0,3404.0,0,3403.0,21,1428580,3401.38,大商所,2020
20200522,XDCE,V,V2105,20200521,21:04,5,0,5940.0,0,5940.0,5,148500,5940.0,大商所,2020
20200525,XDCE,M,M2011,20200522,21:01,5,0,2795.0,0,2793.0,50,1395650,2791.3,大商所,2020
20200525,XDCE,PG,PG2012,20200522,21:01,5,0,3393.0,0,3386.0,34,2304740,3389.32,大商所,2020
20200526,XDCE,C,C2103,20200525,21:01,5,0,2102.0,0,2102.0,4,84170,2104.25,大商所,2020
20200526,XDCE,JM,JM2105,20200525,21:12,5,0,1070.0,0,1070.0,3,192780,1071.0,大商所,2020
20200527,XDCE,C,C2007,20200526,21:02,5,0,2015.0,0,2013.0,2,40280,2014.0,大商所,2020
20200527,XDCE,JM,JM2105,20200526,21:06,5,0,1061.5,0,1061.5,1,63690,1061.5,大商所,2020
20200528,XDCE,J,J2105,20200527,21:13,5,0,1727.5,0,1727.5,1,172750,1727.5,大商所,2020
20200529,XDCE,J,J2105,20200528,21:04,5,0,1722.5,0,1722.5,1,172250,1722.5,大商所,2020
20200529,XDCE,PP,PP2105,20200528,21:08,5,0,6856.0,0,6856.0,2,68560,6856.0,大商所,2020
20200601,XDCE,B,B2105,20200529,21:07,5,0,3080.0,0,3080.0,1,30800,3080.0,大商所,2020
20200601,XDCE,C,C2103,20200529,21:04,5,0,2134.0,0,2134.0,1,21340,2134.0,大商所,2020
20200601,XDCE,C,C2105,20200529,21:01,5,0,2155.0,0,2155.0,3,64660,2155.33,大商所,2020
20200601,XDCE,I,I2011,20200529,21:03,5,0,709.5,0,709.5,3,212850,709.5,大商所,2020
20200601,XDCE,J,J2105,20200529,21:28,5,0,1738.0,0,1738.0,2,347550,1737.75,大商所,2020
20200601,XDCE,L,L2105,20200529,21:06,5,0,6540.0,0,6540.0,1,32700,6540.0,大商所,2020
20200601,XDCE,M,M2011,20200529,21:01,5,0,2832.0,0,2832.0,35,991290,2832.26,大商所,2020
20200603,XDCE,EG,EG2105,20200603,09:13,5,0,4060.0,0,4060.0,1,40600,4060.0,大商所,2020
20200603,XDCE,M,M2011,20200602,21:01,5,0,2825.0,0,2822.0,29,819040,2824.28,大商所,2020
20200603,XDCE,PP,PP2105,20200602,21:06,5,0,7035.0,0,7035.0,1,35175,7035.0,大商所,2020
20200604,XDCE,EB,EB2105,20200603,22:10,5,0,6310.0,0,6310.0,1,31550,6310.0,大商所,2020
20200608,XDCE,C,C2103,20200605,21:13,5,0,2133.0,0,2132.0,6,127930,2132.17,大商所,2020
20200608,XDCE,J,J2105,20200605,21:32,5,0,1784.0,0,1784.0,1,178400,1784.0,大商所,2020
20200608,XDCE,V,V2105,20200605,21:14,5,0,6095.0,0,6095.0,56,1705725,6091.88,大商所,2020
20200611,XDCE,M,M2103,20200610,21:41,5,0,2782.0,0,2775.0,2,55570,2778.5,大商所,2020
20200612,XDCE,EG,EG2105,20200612,09:05,5,0,3901.0,0,3873.0,11,427720,3888.36,大商所,2020
20200612,XDCE,J,J2101,20200611,21:01,5,0,1877.0,0,1877.0,26,4875600,1875.23,大商所,2020
20200612,XDCE,J,J2105,20200611,21:02,5,0,1805.0,0,1805.0,3,541500,1805.0,大商所,2020
20200615,XDCE,EB,EB2101,20200612,21:01,5,0,5999.0,0,5999.0,28,839170,5994.07,大商所,2020
20200617,XDCE,B,B2011,20200616,22:09,5,0,3198.0,0,3198.0,2,63960,3198.0,大商所,2020
20200617,XDCE,CS,CS2101,20200616,21:01,5,0,2466.0,0,2466.0,5,123210,2464.2,大商所,2020
20200622,XDCE,L,L2105,20200619,21:02,5,0,6785.0,0,6785.0,5,169525,6781.0,大商所,2020
20200623,XDCE,V,V2105,20200622,21:09,5,0,5970.0,0,5970.0,1,29850,5970.0,大商所,2020
20200624,XDCE,B,B2009,20200623,21:01,5,0,3142.0,0,3141.0,37,1161880,3140.22,大商所,2020
20200630,XDCE,B,B2011,20200630,10:34,5,0,3169.0,0,3169.0,1,31690,3169.0,大商所,2020
20200630,XDCE,EG,EG2105,20200630,10:32,5,0,3947.0,0,3904.0,25,983530,3934.12,大商所,2020
20200630,XDCE,J,J2105,20200629,21:09,5,0,1760.0,0,1760.0,1,176000,1760.0,大商所,2020
20200701,XDCE,B,B2011,20200630,21:20,5,0,3165.0,0,3165.0,3,94990,3166.33,大商所,2020
20200702,XDCE,B,B2011,20200701,21:01,5,0,3251.0,0,3251.0,4,130020,3250.5,大商所,2020
20200702,XDCE,PG,PG2012,20200701,21:01,5,0,3554.0,0,3553.0,26,1846580,3551.11,大商所,2020
20200703,XDCE,M,M2103,20200702,21:06,5,0,2815.0,0,2815.0,3,84450,2815.0,大商所,2020
20200706,XDCE,C,C2103,20200703,21:05,5,0,2134.0,0,2134.0,2,42680,2134.0,大商所,2020
20200706,XDCE,C,C2105,20200703,21:01,5,0,2154.0,0,2154.0,4,86110,2152.75,大商所,2020
20200707,XDCE,CS,CS2105,20200706,21:06,5,0,2491.0,0,2491.0,1,24910,2491.0,大商所,2020
20200707,XDCE,I,I2011,20200706,21:01,5,0,716.0,0,716.0,3,214800,716.0,大商所,2020
20200708,XDCE,M,M2103,20200707,21:01,5,0,2819.0,0,2818.0,37,1042600,2817.84,大商所,2020
20200708,XDCE,V,V2105,20200707,21:01,5,0,6300.0,0,6270.0,7,220000,6285.71,大商所,2020
20200709,XDCE,EB,EB2105,20200708,22:23,5,0,6222.0,0,6222.0,1,31110,6222.0,大商所,2020
20200709,XDCE,PG,PG2012,20200708,21:01,5,0,3614.0,0,3612.0,38,2744660,3611.39,大商所,2020
20200710,XDCE,C,C2103,20200709,21:01,5,0,2156.0,0,2155.0,10,215620,2156.2,大商所,2020
20200710,XDCE,EG,EG2101,20200709,21:01,5,0,3764.0,0,3764.0,23,865750,3764.13,大商所,2020
20200713,XDCE,CS,CS2101,20200710,21:01,5,0,2495.0,0,2495.0,8,199600,2495.0,大商所,2020
20200713,XDCE,I,I2011,20200710,21:01,5,0,758.5,0,758.0,68,5142700,756.279,大商所,2020
20200714,XDCE,PG,PG2012,20200713,21:01,5,0,3857.0,0,3857.0,17,1310620,3854.76,大商所,2020
20200714,XDCE,V,V2105,20200713,21:07,5,0,6350.0,0,6350.0,5,158750,6350.0,大商所,2020
20200715,XDCE,B,B2101,20200714,21:03,5,0,3211.0,0,3211.0,7,224650,3209.29,大商所,2020
20200715,XDCE,CS,CS2105,20200714,21:02,5,0,2509.0,0,2509.0,3,75260,2508.67,大商所,2020
20200715,XDCE,J,J2105,20200714,21:06,5,0,1805.0,0,1805.0,1,180500,1805.0,大商所,2020
20200715,XDCE,JM,JM2105,20200714,21:10,5,0,1130.0,0,1130.0,3,203370,1129.83,大商所,2020
20200720,XDCE,B,B2101,20200717,21:09,5,0,3273.0,0,3273.0,3,98150,3271.67,大商所,2020
20200720,XDCE,L,L2105,20200717,21:01,5,0,6975.0,0,6975.0,20,698250,6982.5,大商所,2020
20200720,XDCE,M,M2011,20200717,21:01,5,0,2920.0,0,2919.0,91,2655960,2918.64,大商所,2020
20200721,XDCE,C,C2107,20200720,21:11,5,0,2187.0,0,2187.0,22,481200,2187.27,大商所,2020
20200721,XDCE,M,M2107,20200720,21:16,5,0,2737.0,0,2737.0,2,54730,2736.5,大商所,2020
20200722,XDCE,CS,CS2101,20200721,21:01,5,0,2516.0,0,2515.0,71,1785800,2515.21,大商所,2020
20200722,XDCE,L,L2105,20200721,21:01,5,0,7010.0,0,7010.0,12,420750,7012.5,大商所,2020
20200722,XDCE,PP,PP2105,20200721,21:04,5,0,7181.0,0,7180.0,11,394810,7178.36,大商所,2020
20200724,XDCE,I,I2107,20200723,21:29,5,0,688.0,0,688.0,1,68800,688.0,大商所,2020
20200724,XDCE,PG,PG2012,20200723,21:01,5,0,4039.0,0,4039.0,33,2668720,4043.51,大商所,2020
20200727,XDCE,C,C2103,20200724,21:01,5,0,2210.0,0,2210.0,4,88420,2210.5,大商所,2020
20200728,XDCE,B,B2101,20200727,21:03,5,0,3390.0,0,3389.0,9,304850,3387.22,大商所,2020
20200728,XDCE,I,I2011,20200727,21:01,5,0,770.0,0,768.5,30,2307600,769.2,大商所,2020
20200728,XDCE,I,I2103,20200727,21:25,5,0,707.5,0,707.5,4,283000,707.5,大商所,2020
20200729,XDCE,B,B2101,20200728,21:01,5,0,3308.0,0,3307.0,18,595920,3310.67,大商所,2020
20200731,XDCE,M,M2103,20200730,21:01,5,0,2758.0,0,2758.0,12,331180,2759.83,大商所,2020
20200803,XDCE,A,A2105,20200731,21:01,5,0,4337.0,0,4336.0,11,477080,4337.09,大商所,2020
20200803,XDCE,EG,EG2105,20200803,09:07,5,0,4025.0,0,4024.0,5,201210,4024.2,大商所,2020
20200803,XDCE,PP,PP2105,20200731,21:13,5,0,7240.0,0,7240.0,6,217200,7240.0,大商所,2020
20200804,XDCE,EB,EB2010,20200803,21:04,5,0,5607.0,0,5603.0,44,1230640,5593.82,大商所,2020
20200804,XDCE,EB,EB2011,20200803,21:04,5,0,5685.0,0,5685.0,9,255080,5668.44,大商所,2020
20200804,XDCE,EB,EB2012,20200803,21:04,5,0,5797.0,0,5796.0,12,346800,5780.0,大商所,2020
20200804,XDCE,L,L2010,20200803,21:01,5,0,7090.0,0,7090.0,41,1451200,7079.02,大商所,2020
20200804,XDCE,L,L2011,20200803,21:01,5,0,7105.0,0,7105.0,6,211900,7063.33,大商所,2020
20200804,XDCE,L,L2012,20200803,21:01,5,0,7020.0,0,7020.0,6,211350,7045.0,大商所,2020
20200804,XDCE,P,P2105,20200803,21:01,5,0,5564.0,0,5564.0,8,445160,5564.5,大商所,2020
20200805,XDCE,EG,EG2105,20200805,09:14,5,0,4085.0,0,4085.0,2,81700,4085.0,大商所,2020
20200805,XDCE,I,I2011,20200804,21:01,5,0,841.0,0,841.0,44,3698150,840.489,大商所,2020
20200805,XDCE,I,I2012,20200804,21:01,5,0,822.5,0,822.5,9,740250,822.5,大商所,2020
20200805,XDCE,JM,JM2010,20200804,21:04,5,0,1212.5,0,1212.5,8,581910,1212.31,大商所,2020
20200805,XDCE,JM,JM2011,20200804,21:08,5,0,1217.0,0,1217.0,5,365100,1217.0,大商所,2020
20200805,XDCE,L,L2010,20200804,21:02,5,0,7150.0,0,7150.0,2,71500,7150.0,大商所,2020
20200805,XDCE,L,L2012,20200804,21:01,5,0,7105.0,0,7105.0,3,106925,7128.33,大商所,2020
20200806,XDCE,C,C2103,20200805,21:01,5,0,2273.0,0,2273.0,6,136390,2273.17,大商所,2020
20200806,XDCE,EG,EG2010,20200805,21:01,5,0,3887.0,0,3882.0,69,2678760,3882.26,大商所,2020
20200806,XDCE,I,I2012,20200805,21:02,5,0,826.0,0,826.0,1,82600,826.0,大商所,2020
20200806,XDCE,JM,JM2011,20200805,21:16,5,0,1231.0,0,1229.5,7,516930,1230.79,大商所,2020
20200807,XDCE,EB,EB2010,20200806,21:02,5,0,5659.0,0,5643.0,9,254340,5652.0,大商所,2020
20200807,XDCE,EG,EG2011,20200806,21:02,5,0,3873.0,0,3869.0,11,425990,3872.64,大商所,2020
20200807,XDCE,L,L2010,20200806,21:02,5,0,7175.0,0,7175.0,2,71750,7175.0,大商所,2020
20200807,XDCE,L,L2012,20200806,21:03,5,0,7165.0,0,7165.0,2,71650,7165.0,大商所,2020
20200807,XDCE,PP,PP2011,20200806,21:01,5,0,7593.0,0,7580.0,27,1024485,7588.78,大商所,2020
20200807,XDCE,PP,PP2012,20200806,21:01,5,0,7522.0,0,7518.0,18,677035,7522.61,大商所,2020
20200807,XDCE,V,V2010,20200806,21:01,5,0,6620.0,0,6610.0,30,990825,6605.5,大商所,2020
20200807,XDCE,V,V2011,20200806,21:01,5,0,6580.0,0,6580.0,7,229750,6564.29,大商所,2020
20200807,XDCE,V,V2012,20200806,21:01,5,0,6555.0,0,6540.0,24,784525,6537.71,大商所,2020
20200810,XDCE,I,I2012,20200807,21:01,5,0,839.0,0,839.0,3,251800,839.333,大商所,2020
20200810,XDCE,L,L2010,20200807,21:01,5,0,7160.0,0,7160.0,4,143150,7157.5,大商所,2020
20200810,XDCE,L,L2011,20200807,21:01,5,0,7140.0,0,7140.0,2,71375,7137.5,大商所,2020
20200810,XDCE,PP,PP2010,20200807,21:01,5,0,7665.0,0,7662.0,15,574745,7663.27,大商所,2020
20200810,XDCE,PP,PP2011,20200807,21:01,5,0,7597.0,0,7597.0,10,379680,7593.6,大商所,2020
20200810,XDCE,V,V2010,20200807,21:01,5,0,6560.0,0,6560.0,31,1017025,6561.45,大商所,2020
20200810,XDCE,V,V2011,20200807,21:24,5,0,6525.0,0,6525.0,43,1401225,6517.33,大商所,2020
20200810,XDCE,V,V2012,20200807,21:01,5,0,6495.0,0,6490.0,25,811850,6494.8,大商所,2020
20200811,XDCE,C,C2103,20200810,21:01,5,0,2247.0,0,2245.0,12,269630,2246.92,大商所,2020
20200811,XDCE,EG,EG2011,20200810,21:05,5,0,3852.0,0,3848.0,18,692950,3849.72,大商所,2020
20200811,XDCE,EG,EG2012,20200810,21:08,5,0,3874.0,0,3874.0,1,38740,3874.0,大商所,2020
20200811,XDCE,J,J2105,20200810,21:09,5,0,1928.0,0,1928.0,2,385600,1928.0,大商所,2020
20200811,XDCE,JM,JM2011,20200810,21:04,5,0,1230.0,0,1230.0,5,369000,1230.0,大商所,2020
20200811,XDCE,JM,JM2105,20200810,21:07,5,0,1180.5,0,1180.5,11,779820,1181.55,大商所,2020
20200811,XDCE,PP,PP2010,20200810,21:01,5,0,7620.0,0,7600.0,14,533235,7617.64,大商所,2020
20200811,XDCE,PP,PP2011,20200810,21:01,5,0,7523.0,0,7523.0,4,150880,7544.0,大商所,2020
20200811,XDCE,V,V2010,20200810,21:01,5,0,6485.0,0,6485.0,8,259150,6478.75,大商所,2020
20200811,XDCE,V,V2011,20200810,21:11,5,0,6490.0,0,6490.0,1,32450,6490.0,大商所,2020
20200811,XDCE,V,V2012,20200810,21:01,5,0,6430.0,0,6430.0,5,160550,6422.0,大商所,2020
20200811,XDCE,Y,Y2012,20200810,21:01,5,0,6222.0,0,6222.0,3,186820,6227.33,大商所,2020
20200812,XDCE,EB,EB2010,20200811,21:01,5,0,5524.0,0,5524.0,2,55265,5526.5,大商所,2020
20200812,XDCE,EB,EB2011,20200811,21:01,5,0,5613.0,0,5613.0,3,84215,5614.33,大商所,2020
20200812,XDCE,EG,EG2010,20200811,21:01,5,0,3791.0,0,3791.0,13,491300,3779.23,大商所,2020
20200812,XDCE,EG,EG2011,20200811,21:01,5,0,3820.0,0,3820.0,9,343040,3811.56,大商所,2020
20200812,XDCE,EG,EG2012,20200811,21:07,5,0,3868.0,0,3867.0,9,348080,3867.56,大商所,2020
20200812,XDCE,J,J2010,20200811,21:01,5,0,1999.5,0,1994.5,74,14768800,1995.78,大商所,2020
20200812,XDCE,J,J2011,20200811,21:01,5,0,1990.0,0,1990.0,12,2388500,1990.42,大商所,2020
20200812,XDCE,PP,PP2010,20200811,21:01,5,0,7673.0,0,7661.0,41,1571965,7668.12,大商所,2020
20200812,XDCE,PP,PP2011,20200811,21:01,5,0,7605.0,0,7605.0,19,723720,7618.1,大商所,2020
20200812,XDCE,PP,PP2012,20200811,21:01,5,0,7564.0,0,7553.0,18,680140,7557.11,大商所,2020
20200812,XDCE,V,V2010,20200811,21:01,5,0,6520.0,0,6520.0,6,195375,6512.5,大商所,2020
20200812,XDCE,V,V2011,20200811,21:09,5,0,6510.0,0,6510.0,1,32550,6510.0,大商所,2020
20200812,XDCE,V,V2105,20200811,21:01,5,0,6380.0,0,6380.0,19,604725,6365.53,大商所,2020
20200813,XDCE,C,C2103,20200812,21:03,5,0,2246.0,0,2246.0,1,22460,2246.0,大商所,2020
20200813,XDCE,CS,CS2011,20200812,21:04,5,0,2564.0,0,2564.0,1,25640,2564.0,大商所,2020
20200813,XDCE,JM,JM2010,20200812,21:04,5,0,1215.0,0,1215.0,2,145800,1215.0,大商所,2020
20200813,XDCE,JM,JM2012,20200812,21:03,5,0,1220.5,0,1220.5,2,146460,1220.5,大商所,2020
20200813,XDCE,L,L2010,20200812,21:01,5,0,7030.0,0,7030.0,15,528075,7041.0,大商所,2020
20200813,XDCE,PP,PP2010,20200812,21:01,5,0,7599.0,0,7599.0,7,265545,7587.0,大商所,2020
20200813,XDCE,PP,PP2011,20200812,21:03,5,0,7510.0,0,7510.0,54,2028170,7511.74,大商所,2020
20200813,XDCE,PP,PP2012,20200812,21:01,5,0,7497.0,0,7497.0,6,224630,7487.67,大商所,2020
20200814,XDCE,A,A2105,20200813,21:01,5,0,4290.0,0,4288.0,10,428880,4288.8,大商所,2020
20200814,XDCE,C,C2103,20200813,21:01,5,0,2254.0,0,2254.0,20,450430,2252.15,大商所,2020
20200814,XDCE,CS,CS2105,20200813,21:01,5,0,2658.0,0,2650.0,14,371270,2651.93,大商所,2020
20200814,XDCE,J,J2010,20200813,21:01,5,0,1988.0,0,1986.5,8,1589400,1986.75,大商所,2020
20200814,XDCE,J,J2011,20200813,21:04,5,0,1979.0,0,1979.0,2,395800,1979.0,大商所,2020
20200814,XDCE,JM,JM2010,20200813,21:04,5,0,1203.0,0,1203.0,1,72180,1203.0,大商所,2020
20200814,XDCE,JM,JM2011,20200813,21:14,5,0,1207.0,0,1207.0,1,72420,1207.0,大商所,2020
20200814,XDCE,JM,JM2105,20200814,09:08,5,0,1166.5,0,1166.5,1,69990,1166.5,大商所,2020
20200814,XDCE,PP,PP2011,20200813,21:01,5,0,7499.0,0,7499.0,25,936515,7492.12,大商所,2020
20200814,XDCE,PP,PP2012,20200813,21:01,5,0,7471.0,0,7459.0,56,2090515,7466.12,大商所,2020
20200814,XDCE,V,V2010,20200813,21:04,5,0,6505.0,0,6505.0,10,325250,6505.0,大商所,2020
20200814,XDCE,V,V2011,20200813,21:09,5,0,6480.0,0,6480.0,1,32400,6480.0,大商所,2020
20200814,XDCE,Y,Y2011,20200813,21:01,5,0,6446.0,0,6432.0,21,1353420,6444.86,大商所,2020
20200814,XDCE,Y,Y2012,20200813,21:02,5,0,6420.0,0,6420.0,6,385200,6420.0,大商所,2020
20200817,XDCE,J,J2010,20200814,21:01,5,0,1990.0,0,1990.0,6,1192650,1987.75,大商所,2020
20200817,XDCE,J,J2011,20200814,21:03,5,0,1980.5,0,1980.5,3,594150,1980.5,大商所,2020
20200817,XDCE,JM,JM2011,20200814,21:05,5,0,1213.0,0,1213.0,6,436710,1213.08,大商所,2020
20200817,XDCE,PP,PP2010,20200814,21:01,5,0,7615.0,0,7594.0,22,836505,7604.59,大商所,2020
20200817,XDCE,PP,PP2011,20200814,21:01,5,0,7540.0,0,7540.0,4,150920,7546.0,大商所,2020
20200817,XDCE,PP,PP2012,20200814,21:01,5,0,7524.0,0,7504.0,7,263030,7515.14,大商所,2020
20200817,XDCE,V,V2010,20200814,21:24,5,0,6540.0,0,6540.0,1,32700,6540.0,大商所,2020
20200818,XDCE,EB,EB2010,20200817,21:01,5,0,5435.0,0,5432.0,17,461920,5434.35,大商所,2020
20200818,XDCE,EB,EB2011,20200817,21:01,5,0,5543.0,0,5543.0,7,194160,5547.43,大商所,2020
20200818,XDCE,EG,EG2011,20200817,21:02,5,0,3904.0,0,3904.0,1,39040,3904.0,大商所,2020
20200818,XDCE,JM,JM2011,20200817,21:11,5,0,1218.0,0,1218.0,1,73080,1218.0,大商所,2020
20200818,XDCE,JM,JM2105,20200817,21:11,5,0,1175.0,0,1175.0,4,282000,1175.0,大商所,2020
20200818,XDCE,L,L2010,20200817,21:07,5,0,7095.0,0,7095.0,1,35475,7095.0,大商所,2020
20200818,XDCE,L,L2012,20200817,21:09,5,0,7085.0,0,7085.0,1,35425,7085.0,大商所,2020
20200818,XDCE,M,M2107,20200817,21:10,5,0,2771.0,0,2771.0,1,27710,2771.0,大商所,2020
20200818,XDCE,PP,PP2011,20200817,21:03,5,0,7581.0,0,7581.0,2,75770,7577.0,大商所,2020
20200818,XDCE,V,V2010,20200817,21:01,5,0,6635.0,0,6630.0,45,1492350,6632.67,大商所,2020
20200819,XDCE,EG,EG2010,20200818,21:01,5,0,3861.0,0,3857.0,150,5779600,3853.07,大商所,2020
20200819,XDCE,EG,EG2011,20200818,21:07,5,0,3895.0,0,3895.0,1,38950,3895.0,大商所,2020
