clearing_day,market,market_cn,product,n_contracts,n2100,n2100v,n0900
20230602,XSGE,上期所,BU,16,16,6,0
20230602,XSGE,上期所,CU,12,12,6,0
20230602,XSGE,上期所,FU,12,12,9,0
20230602,XSGE,上期所,HC,12,12,4,0
20230602,XSGE,上期所,NI,12,12,2,0
20230602,XSGE,上期所,PB,12,12,3,0
20230602,XSGE,上期所,RB,12,12,7,0
20230602,XSGE,上期所,RU,10,10,3,0
20230602,XSGE,上期所,SN,12,12,5,0
20230602,XSGE,上期所,SP,12,12,3,0
20230602,XSGE,上期所,SS,12,12,3,0
20230602,XSGE,上期所,ZN,12,12,4,0
20230602,XSIE,能源中心,BC,12,12,2,0
20230602,XSIE,能源中心,LU,12,12,3,0
20230602,XSIE,能源中心,NR,12,12,3,0
20230602,XSIE,能源中心,SC,20,20,3,0
20230605,XDCE,大商所,A,6,6,3,0
20230605,XDCE,大商所,B,12,12,2,0
20230605,XDCE,大商所,C,6,6,4,0
20230605,XDCE,大商所,CS,6,6,4,0
20230605,XDCE,大商所,EB,12,12,3,0
20230605,XDCE,大商所,EG,12,12,4,0
20230605,XDCE,大商所,I,12,12,7,0
20230605,XDCE,大商所,J,12,12,2,0
20230605,XDCE,大商所,JM,12,12,1,0
20230605,XDCE,大商所,L,12,12,5,0
20230605,XDCE,大商所,M,8,8,7,0
20230605,XDCE,大商所,P,12,12,4,0
20230605,XDCE,大商所,PG,12,12,4,0
20230605,XDCE,大商所,PP,12,12,3,0
20230605,XDCE,大商所,RR,12,12,3,0
20230605,XDCE,大商所,V,12,12,5,0
20230605,XDCE,大商所,Y,8,8,3,0
20230605,XSGE,上期所,AG,12,12,7,0
20230605,XSGE,上期所,AL,12,12,4,0
20230605,XSGE,上期所,AU,8,8,3,0
20230605,XSGE,上期所,BU,16,16,6,0
20230605,XSGE,上期所,CU,12,12,9,0
20230605,XSGE,上期所,FU,12,12,6,0
20230605,XSGE,上期所,HC,12,12,4,0
20230605,XSGE,上期所,NI,12,12,4,0
20230605,XSGE,上期所,PB,12,12,2,0
20230605,XSGE,上期所,RB,12,12,8,0
20230605,XSGE,上期所,RU,10,10,3,0
20230605,XSGE,上期所,SN,12,12,6,0
20230605,XSGE,上期所,SP,12,12,4,0
20230605,XSGE,上期所,SS,12,12,2,0
20230605,XSGE,上期所,ZN,12,12,3,0
20230605,XSIE,能源中心,BC,12,12,2,0
20230605,XSIE,能源中心,LU,12,12,3,0
20230605,XSIE,能源中心,NR,12,12,2,0
20230605,XSIE,能源中心,SC,20,20,3,0
20230606,XDCE,大商所,A,6,6,3,0
20230606,XDCE,大商所,B,12,12,2,0
20230606,XDCE,大商所,C,6,6,5,0
20230606,XDCE,大商所,CS,6,6,3,0
20230606,XDCE,大商所,EB,12,12,3,0
20230606,XDCE,大商所,EG,12,12,4,0
20230606,XDCE,大商所,I,12,12,7,0
20230606,XDCE,大商所,J,12,12,1,0
20230606,XDCE,大商所,JM,12,12,1,0
20230606,XDCE,大商所,L,12,12,3,0
20230606,XDCE,大商所,M,8,8,4,0
20230606,XDCE,大商所,P,12,12,4,0
20230606,XDCE,大商所,PG,12,12,4,0
20230606,XDCE,大商所,PP,12,12,4,0
20230606,XDCE,大商所,RR,12,12,1,0
20230606,XDCE,大商所,V,12,12,5,0
20230606,XDCE,大商所,Y,8,8,3,0
20230606,XSGE,上期所,AG,12,12,7,0
20230606,XSGE,上期所,AL,12,12,4,0
20230606,XSGE,上期所,AU,8,8,4,0
20230606,XSGE,上期所,BU,16,16,6,0
20230606,XSGE,上期所,CU,12,12,8,0
20230606,XSGE,上期所,FU,12,12,5,0
20230606,XSGE,上期所,HC,12,12,4,0
20230606,XSGE,上期所,NI,12,12,3,0
20230606,XSGE,上期所,PB,12,12,2,0
20230606,XSGE,上期所,RB,12,12,5,0
20230606,XSGE,上期所,RU,10,10,3,0
20230606,XSGE,上期所,SN,12,12,3,0
20230606,XSGE,上期所,SP,12,12,4,0
20230606,XSGE,上期所,SS,12,12,2,0
20230606,XSGE,上期所,ZN,12,12,5,0
20230606,XSIE,能源中心,BC,12,12,2,0
20230606,XSIE,能源中心,LU,12,12,3,0
20230606,XSIE,能源中心,NR,12,12,3,0
20230606,XSIE,能源中心,SC,20,20,3,0
20230607,XDCE,大商所,A,6,6,3,0
20230607,XDCE,大商所,B,12,12,2,0
20230607,XDCE,大商所,C,6,6,5,0
20230607,XDCE,大商所,CS,6,6,4,0
20230607,XDCE,大商所,EB,12,12,4,0
20230607,XDCE,大商所,EG,12,12,4,0
20230607,XDCE,大商所,I,12,12,6,0
20230607,XDCE,大商所,J,12,12,1,0
20230607,XDCE,大商所,JM,12,12,2,0
20230607,XDCE,大商所,L,12,12,4,0
20230607,XDCE,大商所,M,8,8,6,0
20230607,XDCE,大商所,P,12,12,5,0
20230607,XDCE,大商所,PG,12,12,3,0
20230607,XDCE,大商所,PP,12,12,5,0
20230607,XDCE,大商所,RR,12,12,1,0
20230607,XDCE,大商所,V,12,12,4,0
20230607,XDCE,大商所,Y,8,8,7,0
20230607,XSGE,上期所,AG,12,12,6,0
20230607,XSGE,上期所,AL,12,12,3,0
20230607,XSGE,上期所,AU,8,8,3,0
20230607,XSGE,上期所,BU,16,16,6,0
20230607,XSGE,上期所,CU,12,12,4,0
20230607,XSGE,上期所,FU,12,12,5,0
20230607,XSGE,上期所,HC,12,12,4,0
20230607,XSGE,上期所,NI,12,12,3,0
20230607,XSGE,上期所,PB,12,12,2,0
20230607,XSGE,上期所,RB,12,12,6,0
20230607,XSGE,上期所,RU,10,10,4,0
20230607,XSGE,上期所,SN,12,12,3,0
20230607,XSGE,上期所,SP,12,12,6,0
20230607,XSGE,上期所,SS,12,12,4,0
20230607,XSGE,上期所,ZN,12,12,5,0
20230607,XSIE,能源中心,BC,12,12,3,0
20230607,XSIE,能源中心,LU,12,12,4,0
20230607,XSIE,能源中心,NR,12,12,3,0
20230607,XSIE,能源中心,SC,20,20,3,0
20230608,XDCE,大商所,A,6,6,3,0
20230608,XDCE,大商所,B,12,12,1,0
20230608,XDCE,大商所,C,6,6,5,0
20230608,XDCE,大商所,CS,6,6,3,0
20230608,XDCE,大商所,EB,12,12,3,0
20230608,XDCE,大商所,EG,12,12,4,0
20230608,XDCE,大商所,I,12,12,7,0
20230608,XDCE,大商所,J,12,12,1,0
20230608,XDCE,大商所,JM,12,12,2,0
20230608,XDCE,大商所,L,12,12,4,0
20230608,XDCE,大商所,M,8,8,5,0
20230608,XDCE,大商所,P,12,12,5,0
20230608,XDCE,大商所,PG,12,12,4,0
20230608,XDCE,大商所,PP,12,12,4,0
20230608,XDCE,大商所,RR,12,12,1,0
20230608,XDCE,大商所,V,12,12,4,0
20230608,XDCE,大商所,Y,8,8,4,0
20230608,XSGE,上期所,AG,12,12,8,0
20230608,XSGE,上期所,AL,12,12,4,0
20230608,XSGE,上期所,AU,8,8,3,0
20230608,XSGE,上期所,BU,16,16,6,0
20230608,XSGE,上期所,CU,12,12,6,0
20230608,XSGE,上期所,FU,12,12,7,0
20230608,XSGE,上期所,HC,12,12,3,0
20230608,XSGE,上期所,NI,12,12,5,0
20230608,XSGE,上期所,PB,12,12,3,0
20230608,XSGE,上期所,RB,12,12,6,0
20230608,XSGE,上期所,RU,10,10,5,0
20230608,XSGE,上期所,SN,12,12,4,0
20230608,XSGE,上期所,SP,12,12,4,0
20230608,XSGE,上期所,SS,12,12,3,0
20230608,XSGE,上期所,ZN,12,12,4,0
20230608,XSIE,能源中心,BC,12,12,2,0
20230608,XSIE,能源中心,LU,12,12,3,0
20230608,XSIE,能源中心,NR,12,12,3,0
20230608,XSIE,能源中心,SC,20,20,3,0
20230609,XDCE,大商所,A,6,6,4,0
20230609,XDCE,大商所,B,12,12,3,0
20230609,XDCE,大商所,C,6,6,4,0
20230609,XDCE,大商所,CS,6,6,3,0
20230609,XDCE,大商所,EB,12,12,4,0
20230609,XDCE,大商所,EG,12,12,2,0
20230609,XDCE,大商所,I,12,12,10,0
20230609,XDCE,大商所,J,12,12,1,0
20230609,XDCE,大商所,JM,12,12,2,0
20230609,XDCE,大商所,L,12,12,3,0
20230609,XDCE,大商所,M,8,8,5,0
20230609,XDCE,大商所,P,12,12,3,0
20230609,XDCE,大商所,PG,12,12,4,0
20230609,XDCE,大商所,PP,12,12,2,0
20230609,XDCE,大商所,RR,12,12,1,0
20230609,XDCE,大商所,V,12,12,4,0
20230609,XDCE,大商所,Y,8,8,4,0
20230609,XSGE,上期所,AG,12,12,8,0
20230609,XSGE,上期所,AL,12,12,4,0
20230609,XSGE,上期所,AU,8,8,5,0
20230609,XSGE,上期所,BU,16,16,5,0
20230609,XSGE,上期所,CU,12,12,6,0
20230609,XSGE,上期所,FU,12,12,5,0
20230609,XSGE,上期所,HC,12,12,5,0
20230609,XSGE,上期所,NI,12,12,4,0
20230609,XSGE,上期所,PB,12,12,2,0
20230609,XSGE,上期所,RB,12,12,7,0
20230609,XSGE,上期所,RU,10,10,3,0
20230609,XSGE,上期所,SN,12,12,3,0
20230609,XSGE,上期所,SP,12,12,5,0
20230609,XSGE,上期所,SS,12,12,2,0
20230609,XSGE,上期所,ZN,12,12,3,0
20230609,XSIE,能源中心,BC,12,12,1,0
20230609,XSIE,能源中心,LU,12,12,3,0
20230609,XSIE,能源中心,NR,12,12,3,0
20230609,XSIE,能源中心,SC,20,20,3,0
20230703,XDCE,大商所,A,6,6,3,0
20230703,XDCE,大商所,B,12,12,3,0
20230703,XDCE,大商所,C,6,6,4,0
20230703,XDCE,大商所,CS,6,6,2,0
20230703,XDCE,大商所,EB,12,12,5,0
20230703,XDCE,大商所,EG,12,12,7,0
20230703,XDCE,大商所,I,12,12,9,0
20230703,XDCE,大商所,J,12,12,1,0
20230703,XDCE,大商所,JM,12,12,2,0
20230703,XDCE,大商所,L,12,12,4,0
20230703,XDCE,大商所,M,8,8,7,0
20230703,XDCE,大商所,P,12,12,5,0
20230703,XDCE,大商所,PG,12,12,4,0
20230703,XDCE,大商所,PP,12,12,4,0
20230703,XDCE,大商所,RR,12,12,3,0
20230703,XDCE,大商所,V,12,12,3,0
20230703,XDCE,大商所,Y,8,8,4,0
20230703,XSGE,上期所,AG,12,12,5,0
20230703,XSGE,上期所,AL,12,12,3,0
20230703,XSGE,上期所,AO,8,8,2,0
20230703,XSGE,上期所,AU,8,8,3,0
20230703,XSGE,上期所,BU,16,16,5,0
20230703,XSGE,上期所,CU,12,12,3,0
20230703,XSGE,上期所,FU,12,12,7,0
20230703,XSGE,上期所,HC,12,12,3,0
20230703,XSGE,上期所,NI,12,12,5,0
20230703,XSGE,上期所,PB,12,12,2,0
20230703,XSGE,上期所,RB,12,12,5,0
20230703,XSGE,上期所,RU,10,10,3,0
20230703,XSGE,上期所,SN,12,12,4,0
20230703,XSGE,上期所,SP,12,12,5,0
20230703,XSGE,上期所,SS,12,12,2,0
20230703,XSGE,上期所,ZN,12,12,2,0
20230703,XSIE,能源中心,BC,12,12,1,0
20230703,XSIE,能源中心,LU,12,12,3,0
20230703,XSIE,能源中心,NR,12,12,3,0
20230703,XSIE,能源中心,SC,20,20,3,0
20230704,XDCE,大商所,A,6,6,5,0
20230704,XDCE,大商所,B,12,12,3,0
20230704,XDCE,大商所,C,6,6,5,0
20230704,XDCE,大商所,CS,6,6,4,0
20230704,XDCE,大商所,EB,12,12,6,0
20230704,XDCE,大商所,EG,12,12,5,0
20230704,XDCE,大商所,I,12,12,10,0
20230704,XDCE,大商所,J,12,12,1,0
20230704,XDCE,大商所,JM,12,12,3,0
20230704,XDCE,大商所,L,12,12,7,0
20230704,XDCE,大商所,M,8,8,7,0
20230704,XDCE,大商所,P,12,12,8,0
20230704,XDCE,大商所,PG,12,12,6,0
20230704,XDCE,大商所,PP,12,12,5,0
20230704,XDCE,大商所,RR,12,12,1,0
20230704,XDCE,大商所,V,12,12,5,0
20230704,XDCE,大商所,Y,8,8,6,0
20230704,XSGE,上期所,AG,12,12,7,0
20230704,XSGE,上期所,AL,12,12,2,0
20230704,XSGE,上期所,AO,8,8,2,0
20230704,XSGE,上期所,AU,8,8,3,0
20230704,XSGE,上期所,BU,16,16,5,0
20230704,XSGE,上期所,CU,12,12,3,0
20230704,XSGE,上期所,FU,12,12,6,0
20230704,XSGE,上期所,HC,12,12,3,0
20230704,XSGE,上期所,NI,12,12,3,0
20230704,XSGE,上期所,PB,12,12,2,0
20230704,XSGE,上期所,RB,12,12,6,0
20230704,XSGE,上期所,RU,10,10,2,0
20230704,XSGE,上期所,SN,12,12,3,0
20230704,XSGE,上期所,SP,12,12,5,0
20230704,XSGE,上期所,SS,12,12,3,0
20230704,XSGE,上期所,ZN,12,12,3,0
20230704,XSIE,能源中心,BC,12,12,2,0
20230704,XSIE,能源中心,LU,12,12,3,0
20230704,XSIE,能源中心,NR,12,12,4,0
20230704,XSIE,能源中心,SC,20,20,4,0
20230705,XDCE,大商所,A,6,6,3,0
20230705,XDCE,大商所,B,12,12,3,0
20230705,XDCE,大商所,C,6,6,4,0
20230705,XDCE,大商所,CS,6,6,3,0
20230705,XDCE,大商所,EB,12,12,3,0
20230705,XDCE,大商所,EG,12,12,4,0
20230705,XDCE,大商所,I,12,12,7,0
20230705,XDCE,大商所,J,12,12,1,0
20230705,XDCE,大商所,JM,12,12,2,0
20230705,XDCE,大商所,L,12,12,4,0
20230705,XDCE,大商所,M,8,8,6,0
20230705,XDCE,大商所,P,12,12,8,0
20230705,XDCE,大商所,PG,12,12,4,0
20230705,XDCE,大商所,PP,12,12,4,0
20230705,XDCE,大商所,RR,12,12,1,0
20230705,XDCE,大商所,V,12,12,7,0
20230705,XDCE,大商所,Y,8,8,7,0
20230705,XSGE,上期所,AG,12,12,6,0
20230705,XSGE,上期所,AL,12,12,3,0
20230705,XSGE,上期所,AO,8,8,2,0
20230705,XSGE,上期所,AU,8,8,2,0
20230705,XSGE,上期所,BU,16,16,6,0
20230705,XSGE,上期所,CU,12,12,6,0
20230705,XSGE,上期所,FU,12,12,6,0
20230705,XSGE,上期所,HC,12,12,4,0
20230705,XSGE,上期所,NI,12,12,3,0
20230705,XSGE,上期所,PB,12,12,3,0
20230705,XSGE,上期所,RB,12,12,7,0
20230705,XSGE,上期所,RU,10,10,2,0
20230705,XSGE,上期所,SN,12,12,4,0
20230705,XSGE,上期所,SP,12,12,7,0
20230705,XSGE,上期所,SS,12,12,3,0
20230705,XSGE,上期所,ZN,12,12,2,0
20230705,XSIE,能源中心,BC,12,12,3,0
20230705,XSIE,能源中心,LU,12,12,4,0
20230705,XSIE,能源中心,NR,12,12,4,0
20230705,XSIE,能源中心,SC,20,20,4,0
20230706,XDCE,大商所,A,6,6,4,0
20230706,XDCE,大商所,B,12,12,3,0
20230706,XDCE,大商所,C,6,6,4,0
20230706,XDCE,大商所,CS,6,6,2,0
20230706,XDCE,大商所,EB,12,12,3,0
20230706,XDCE,大商所,EG,12,12,3,0
20230706,XDCE,大商所,I,12,12,6,0
20230706,XDCE,大商所,J,12,12,1,0
20230706,XDCE,大商所,JM,12,12,1,0
20230706,XDCE,大商所,L,12,12,5,0
20230706,XDCE,大商所,M,8,8,7,0
20230706,XDCE,大商所,P,12,12,5,0
20230706,XDCE,大商所,PG,12,12,4,0
20230706,XDCE,大商所,PP,12,12,4,0
20230706,XDCE,大商所,RR,12,12,2,0
20230706,XDCE,大商所,V,12,12,9,0
20230706,XDCE,大商所,Y,8,8,6,0
20230706,XSGE,上期所,AG,12,12,4,0
20230706,XSGE,上期所,AL,12,12,4,0
20230706,XSGE,上期所,AO,8,7,2,0
20230706,XSGE,上期所,AU,8,8,6,0
20230706,XSGE,上期所,BU,16,16,5,0
20230706,XSGE,上期所,CU,12,12,4,0
20230706,XSGE,上期所,FU,12,12,6,0
20230706,XSGE,上期所,HC,12,12,4,0
20230706,XSGE,上期所,NI,12,12,4,0
20230706,XSGE,上期所,PB,12,12,3,0
20230706,XSGE,上期所,RB,12,12,3,0
20230706,XSGE,上期所,RU,10,10,3,0
20230706,XSGE,上期所,SN,12,12,3,0
20230706,XSGE,上期所,SP,12,12,6,0
20230706,XSGE,上期所,SS,12,12,3,0
20230706,XSGE,上期所,ZN,12,12,3,0
20230706,XSIE,能源中心,BC,12,12,2,0
20230706,XSIE,能源中心,LU,12,12,3,0
20230706,XSIE,能源中心,NR,12,12,4,0
20230706,XSIE,能源中心,SC,20,20,7,0
20230707,XDCE,大商所,A,6,6,4,0
20230707,XDCE,大商所,B,12,12,5,0
20230707,XDCE,大商所,C,6,6,4,0
20230707,XDCE,大商所,CS,6,6,4,0
20230707,XDCE,大商所,EB,12,12,3,0
20230707,XDCE,大商所,EG,12,12,6,0
20230707,XDCE,大商所,I,12,12,9,0
20230707,XDCE,大商所,J,12,12,1,0
20230707,XDCE,大商所,JM,12,12,2,0
20230707,XDCE,大商所,L,12,12,2,0
20230707,XDCE,大商所,M,8,8,7,0
20230707,XDCE,大商所,P,12,12,5,0
20230707,XDCE,大商所,PG,12,12,4,0
20230707,XDCE,大商所,PP,12,12,4,0
20230707,XDCE,大商所,RR,12,12,2,0
20230707,XDCE,大商所,V,12,12,4,0
20230707,XDCE,大商所,Y,8,8,5,0
20230707,XSGE,上期所,AG,12,12,11,0
20230707,XSGE,上期所,AL,12,12,4,0
20230707,XSGE,上期所,AO,8,8,3,0
20230707,XSGE,上期所,AU,8,8,6,0
20230707,XSGE,上期所,BU,16,16,8,0
20230707,XSGE,上期所,CU,12,12,6,0
20230707,XSGE,上期所,FU,12,12,3,0
20230707,XSGE,上期所,HC,12,12,3,0
20230707,XSGE,上期所,NI,12,12,5,0
20230707,XSGE,上期所,PB,12,12,2,0
20230707,XSGE,上期所,RB,12,12,5,0
20230707,XSGE,上期所,RU,10,10,4,0
20230707,XSGE,上期所,SN,12,12,6,0
20230707,XSGE,上期所,SP,12,12,5,0
20230707,XSGE,上期所,SS,12,12,4,0
20230707,XSGE,上期所,ZN,12,12,4,0
20230707,XSIE,能源中心,BC,12,12,2,0
20230707,XSIE,能源中心,LU,12,12,3,0
20230707,XSIE,能源中心,NR,12,12,5,0
20230707,XSIE,能源中心,SC,20,20,3,0
20230710,XDCE,大商所,A,6,6,3,0
20230710,XDCE,大商所,B,12,12,5,0
