clearing_day,market,market_cn,product,n_contracts,n2100,n2100v,n0900
20231229,XSGE,上期所,PB,12,12,2,0
20231229,XSGE,上期所,RB,12,12,7,0
20231229,XSGE,上期所,RU,10,10,3,0
20231229,XSGE,上期所,SN,12,12,4,0
20231229,XSGE,上期所,SP,12,12,5,0
20231229,XSGE,上期所,SS,12,12,5,0
20231229,XSGE,上期所,ZN,12,12,3,0
20231229,XSIE,能源中心,BC,12,12,2,0
20231229,XSIE,能源中心,LU,12,12,4,0
20231229,XSIE,能源中心,NR,12,12,4,0
20231229,XSIE,能源中心,SC,20,20,4,0
20240103,XDCE,大商所,A,6,6,3,0
20240103,XDCE,大商所,B,12,12,5,0
20240103,XDCE,大商所,C,6,6,5,0
20240103,XDCE,大商所,CS,6,6,3,0
20240103,XDCE,大商所,EB,12,12,7,0
20240103,XDCE,大商所,EG,12,12,7,0
20240103,XDCE,大商所,I,12,12,8,0
20240103,XDCE,大商所,J,12,12,4,0
20240103,XDCE,大商所,JM,12,12,5,0
20240103,XDCE,大商所,L,12,12,4,0
20240103,XDCE,大商所,M,8,8,6,0
20240103,XDCE,大商所,P,12,12,6,0
20240103,XDCE,大商所,PG,12,12,6,0
20240103,XDCE,大商所,PP,12,12,4,0
20240103,XDCE,大商所,RR,12,12,2,0
20240103,XDCE,大商所,V,12,12,8,0
20240103,XDCE,大商所,Y,8,8,5,0
20240103,XSGE,上期所,AG,12,12,6,0
20240103,XSGE,上期所,AL,12,12,5,0
20240103,XSGE,上期所,AO,12,12,4,0
20240103,XSGE,上期所,AU,8,8,4,0
20240103,XSGE,上期所,BR,12,12,2,0
20240103,XSGE,上期所,BU,16,16,4,0
20240103,XSGE,上期所,CU,12,12,5,0
20240103,XSGE,上期所,FU,12,12,6,0
20240103,XSGE,上期所,HC,12,12,3,0
20240103,XSGE,上期所,NI,12,12,5,0
20240103,XSGE,上期所,PB,12,12,2,0
20240103,XSGE,上期所,RB,12,12,7,0
20240103,XSGE,上期所,RU,10,10,5,0
20240103,XSGE,上期所,SN,12,12,3,0
20240103,XSGE,上期所,SP,12,12,6,0
20240103,XSGE,上期所,SS,12,12,4,0
20240103,XSGE,上期所,ZN,12,12,3,0
20240103,XSIE,能源中心,BC,12,12,3,0
20240103,XSIE,能源中心,LU,12,12,4,0
20240103,XSIE,能源中心,NR,12,12,2,0
20240103,XSIE,能源中心,SC,20,20,4,0
20240104,XDCE,大商所,A,6,6,2,0
20240104,XDCE,大商所,B,12,12,3,0
20240104,XDCE,大商所,C,6,6,4,0
20240104,XDCE,大商所,CS,6,6,2,0
20240104,XDCE,大商所,EB,12,12,4,0
20240104,XDCE,大商所,EG,12,12,6,0
20240104,XDCE,大商所,I,12,12,9,0
20240104,XDCE,大商所,J,12,12,3,0
20240104,XDCE,大商所,JM,12,12,3,0
20240104,XDCE,大商所,L,12,12,6,0
20240104,XDCE,大商所,M,8,8,7,0
20240104,XDCE,大商所,P,12,12,7,0
20240104,XDCE,大商所,PG,12,12,5,0
20240104,XDCE,大商所,PP,12,12,6,0
20240104,XDCE,大商所,RR,12,12,2,0
20240104,XDCE,大商所,V,12,12,5,0
20240104,XDCE,大商所,Y,8,8,6,0
20240104,XSGE,上期所,AG,12,12,11,0
20240104,XSGE,上期所,AL,12,12,3,0
20240104,XSGE,上期所,AO,12,12,4,0
20240104,XSGE,上期所,AU,8,8,4,0
20240104,XSGE,上期所,BR,12,12,2,0
20240104,XSGE,上期所,BU,16,16,5,0
20240104,XSGE,上期所,CU,12,12,5,0
20240104,XSGE,上期所,FU,12,12,6,0
20240104,XSGE,上期所,HC,12,12,4,0
20240104,XSGE,上期所,NI,12,12,4,0
20240104,XSGE,上期所,PB,12,12,2,0
20240104,XSGE,上期所,RB,12,12,3,0
20240104,XSGE,上期所,RU,10,10,5,0
20240104,XSGE,上期所,SN,12,12,2,0
20240104,XSGE,上期所,SP,12,12,7,0
20240104,XSGE,上期所,SS,12,12,3,0
20240104,XSGE,上期所,ZN,12,12,3,0
20240104,XSIE,能源中心,BC,12,12,3,0
20240104,XSIE,能源中心,LU,12,12,4,0
20240104,XSIE,能源中心,NR,12,12,3,0
20240104,XSIE,能源中心,SC,20,20,5,0
20240105,XDCE,大商所,A,6,6,2,0
20240105,XDCE,大商所,B,12,12,5,0
20240105,XDCE,大商所,C,6,6,4,0
20240105,XDCE,大商所,CS,6,6,3,0
20240105,XDCE,大商所,EB,12,12,5,0
20240105,XDCE,大商所,EG,12,12,5,0
20240105,XDCE,大商所,I,12,12,8,0
20240105,XDCE,大商所,J,12,12,1,0
20240105,XDCE,大商所,JM,12,12,6,0
20240105,XDCE,大商所,L,12,12,3,0
20240105,XDCE,大商所,M,8,8,7,0
20240105,XDCE,大商所,P,12,12,8,0
20240105,XDCE,大商所,PG,12,12,4,0
20240105,XDCE,大商所,PP,12,12,6,0
20240105,XDCE,大商所,RR,12,12,1,0
20240105,XDCE,大商所,V,12,12,6,0
20240105,XDCE,大商所,Y,8,8,7,0
20240105,XSGE,上期所,AG,12,12,6,0
20240105,XSGE,上期所,AL,12,12,4,0
20240105,XSGE,上期所,AO,12,12,4,0
20240105,XSGE,上期所,AU,8,8,4,0
20240105,XSGE,上期所,BR,12,12,3,0
20240105,XSGE,上期所,BU,16,16,5,0
20240105,XSGE,上期所,CU,12,12,8,0
20240105,XSGE,上期所,FU,12,12,8,0
20240105,XSGE,上期所,HC,12,12,3,0
20240105,XSGE,上期所,NI,12,12,4,0
20240105,XSGE,上期所,PB,12,12,2,0
20240105,XSGE,上期所,RB,12,12,8,0
20240105,XSGE,上期所,RU,10,10,4,0
20240105,XSGE,上期所,SN,12,12,3,0
20240105,XSGE,上期所,SP,12,12,3,0
20240105,XSGE,上期所,SS,12,12,4,0
20240105,XSGE,上期所,ZN,12,12,2,0
20240105,XSIE,能源中心,BC,12,12,1,0
20240105,XSIE,能源中心,LU,12,12,4,0
20240105,XSIE,能源中心,NR,12,12,3,0
20240105,XSIE,能源中心,SC,20,20,4,0
20240108,XDCE,大商所,A,6,6,2,0
20240108,XDCE,大商所,B,12,12,3,0
20240108,XDCE,大商所,C,6,6,4,0
20240108,XDCE,大商所,CS,6,6,3,0
20240108,XDCE,大商所,EB,12,12,5,0
20240108,XDCE,大商所,EG,12,12,6,0
20240108,XDCE,大商所,I,12,12,9,0
20240108,XDCE,大商所,J,12,12,1,0
20240108,XDCE,大商所,JM,12,12,3,0
20240108,XDCE,大商所,L,12,12,6,0
20240108,XDCE,大商所,M,8,8,7,0
20240108,XDCE,大商所,P,12,12,6,0
20240108,XDCE,大商所,PG,12,12,3,0
20240108,XDCE,大商所,PP,12,12,5,0
20240108,XDCE,大商所,RR,12,12,1,0
20240108,XDCE,大商所,V,12,12,7,0
20240108,XDCE,大商所,Y,8,8,6,0
20240108,XSGE,上期所,AG,12,12,5,0
20240108,XSGE,上期所,AL,12,12,5,0
20240108,XSGE,上期所,AO,12,12,5,0
20240108,XSGE,上期所,AU,8,8,3,0
20240108,XSGE,上期所,BR,12,12,2,0
20240108,XSGE,上期所,BU,16,16,4,0
20240108,XSGE,上期所,CU,12,12,5,0
20240108,XSGE,上期所,FU,12,12,5,0
20240108,XSGE,上期所,HC,12,12,3,0
20240108,XSGE,上期所,NI,12,12,4,0
20240108,XSGE,上期所,PB,12,12,2,0
20240108,XSGE,上期所,RB,12,12,4,0
20240108,XSGE,上期所,RU,10,10,2,0
20240108,XSGE,上期所,SN,12,12,4,0
20240108,XSGE,上期所,SP,12,12,4,0
20240108,XSGE,上期所,SS,12,12,3,0
20240108,XSGE,上期所,ZN,12,12,2,0
20240108,XSIE,能源中心,BC,12,12,2,0
20240108,XSIE,能源中心,LU,12,12,4,0
20240108,XSIE,能源中心,NR,12,12,3,0
20240108,XSIE,能源中心,SC,20,20,3,0
20240109,XDCE,大商所,A,6,6,2,0
20240109,XDCE,大商所,B,12,12,5,0
20240109,XDCE,大商所,C,6,6,5,0
20240109,XDCE,大商所,CS,6,6,3,0
20240109,XDCE,大商所,EB,12,12,5,0
20240109,XDCE,大商所,EG,12,12,6,0
20240109,XDCE,大商所,I,12,12,6,0
20240109,XDCE,大商所,J,12,12,2,0
20240109,XDCE,大商所,JM,12,12,5,0
20240109,XDCE,大商所,L,12,12,4,0
20240109,XDCE,大商所,M,8,8,6,0
20240109,XDCE,大商所,P,12,12,6,0
20240109,XDCE,大商所,PG,12,12,4,0
20240109,XDCE,大商所,PP,12,12,6,0
20240109,XDCE,大商所,RR,12,12,2,0
20240109,XDCE,大商所,V,12,12,4,0
20240109,XDCE,大商所,Y,8,8,4,0
20240109,XSGE,上期所,AG,12,12,7,0
20240109,XSGE,上期所,AL,12,12,4,0
20240109,XSGE,上期所,AO,12,11,3,0
20240109,XSGE,上期所,AU,8,8,5,0
20240109,XSGE,上期所,BR,12,12,3,0
20240109,XSGE,上期所,BU,16,16,6,0
20240109,XSGE,上期所,CU,12,12,5,0
20240109,XSGE,上期所,FU,12,12,9,0
20240109,XSGE,上期所,HC,12,12,3,0
20240109,XSGE,上期所,NI,12,12,3,0
20240109,XSGE,上期所,PB,12,12,2,0
20240109,XSGE,上期所,RB,12,12,3,0
20240109,XSGE,上期所,RU,10,10,3,0
20240109,XSGE,上期所,SN,12,12,2,0
20240109,XSGE,上期所,SP,12,12,5,0
20240109,XSGE,上期所,SS,12,12,4,0
20240109,XSGE,上期所,ZN,12,12,4,0
20240109,XSIE,能源中心,BC,12,12,1,0
20240109,XSIE,能源中心,LU,12,12,4,0
20240109,XSIE,能源中心,NR,12,12,4,0
20240109,XSIE,能源中心,SC,20,20,5,0
20240110,XDCE,大商所,A,6,6,2,0
20240110,XDCE,大商所,B,12,12,4,0
20240110,XDCE,大商所,C,6,6,4,0
20240110,XDCE,大商所,CS,6,6,3,0
20240110,XDCE,大商所,EB,12,12,6,0
20240110,XDCE,大商所,EG,12,12,6,0
20240110,XDCE,大商所,I,12,12,6,0
20240110,XDCE,大商所,J,12,12,2,0
20240110,XDCE,大商所,JM,12,12,2,0
20240110,XDCE,大商所,L,12,12,3,0
20240110,XDCE,大商所,M,8,8,6,0
20240110,XDCE,大商所,P,12,12,5,0
20240110,XDCE,大商所,PG,12,12,5,0
20240110,XDCE,大商所,PP,12,12,6,0
20240110,XDCE,大商所,RR,12,12,1,0
20240110,XDCE,大商所,V,12,12,6,0
20240110,XDCE,大商所,Y,8,8,5,0
20240110,XSGE,上期所,AG,12,12,6,0
20240110,XSGE,上期所,AL,12,12,4,0
20240110,XSGE,上期所,AO,12,11,4,0
20240110,XSGE,上期所,AU,8,8,4,0
20240110,XSGE,上期所,BR,12,12,2,0
20240110,XSGE,上期所,BU,16,16,6,0
20240110,XSGE,上期所,CU,12,12,6,0
20240110,XSGE,上期所,FU,12,12,12,0
20240110,XSGE,上期所,HC,12,12,3,0
20240110,XSGE,上期所,NI,12,12,6,0
20240110,XSGE,上期所,PB,12,12,2,0
20240110,XSGE,上期所,RB,12,12,5,0
20240110,XSGE,上期所,RU,10,10,4,0
20240110,XSGE,上期所,SN,12,12,3,0
20240110,XSGE,上期所,SP,12,12,5,0
20240110,XSGE,上期所,SS,12,12,4,0
20240110,XSGE,上期所,ZN,12,12,2,0
20240110,XSIE,能源中心,BC,12,12,2,0
20240110,XSIE,能源中心,LU,12,12,4,0
20240110,XSIE,能源中心,NR,12,12,5,0
20240110,XSIE,能源中心,SC,20,20,4,0
20240111,XDCE,大商所,A,6,6,2,0
20240111,XDCE,大商所,B,12,12,4,0
20240111,XDCE,大商所,C,6,6,5,0
20240111,XDCE,大商所,CS,6,6,3,0
20240111,XDCE,大商所,EB,12,12,6,0
20240111,XDCE,大商所,EG,12,12,5,0
20240111,XDCE,大商所,I,12,12,8,0
20240111,XDCE,大商所,J,12,12,3,0
20240111,XDCE,大商所,JM,12,12,2,0
20240111,XDCE,大商所,L,12,12,2,0
20240111,XDCE,大商所,M,8,8,5,0
20240111,XDCE,大商所,P,12,12,6,0
20240111,XDCE,大商所,PG,12,12,5,0
20240111,XDCE,大商所,PP,12,12,7,0
20240111,XDCE,大商所,RR,12,12,3,0
20240111,XDCE,大商所,V,12,12,6,0
20240111,XDCE,大商所,Y,8,8,4,0
20240111,XSGE,上期所,AG,12,12,5,0
20240111,XSGE,上期所,AL,12,12,4,0
20240111,XSGE,上期所,AO,12,11,3,0
20240111,XSGE,上期所,AU,8,8,4,0
20240111,XSGE,上期所,BR,12,12,2,0
20240111,XSGE,上期所,BU,16,16,4,0
20240111,XSGE,上期所,CU,12,12,4,0
20240111,XSGE,上期所,FU,12,12,10,0
20240111,XSGE,上期所,HC,12,12,3,0
20240111,XSGE,上期所,NI,12,12,4,0
20240111,XSGE,上期所,PB,12,12,3,0
20240111,XSGE,上期所,RB,12,12,5,0
20240111,XSGE,上期所,RU,10,10,3,0
20240111,XSGE,上期所,SN,12,12,2,0
20240111,XSGE,上期所,SP,12,12,2,0
20240111,XSGE,上期所,SS,12,12,5,0
20240111,XSGE,上期所,ZN,12,12,3,0
20240111,XSIE,能源中心,BC,12,12,1,0
20240111,XSIE,能源中心,LU,12,12,3,0
20240111,XSIE,能源中心,NR,12,12,3,0
20240111,XSIE,能源中心,SC,20,20,4,0
20240112,XDCE,大商所,A,6,6,3,0
20240112,XDCE,大商所,B,12,12,3,0
20240112,XDCE,大商所,C,6,6,4,0
20240112,XDCE,大商所,CS,6,6,3,0
20240112,XDCE,大商所,EB,12,12,4,0
20240112,XDCE,大商所,EG,12,12,5,0
20240112,XDCE,大商所,I,12,12,6,0
20240112,XDCE,大商所,J,12,12,1,0
20240112,XDCE,大商所,JM,12,12,2,0
20240112,XDCE,大商所,L,12,12,3,0
20240112,XDCE,大商所,M,8,8,6,0
20240112,XDCE,大商所,P,12,12,4,0
20240112,XDCE,大商所,PG,12,12,4,0
20240112,XDCE,大商所,PP,12,12,6,0
20240112,XDCE,大商所,RR,12,12,1,0
20240112,XDCE,大商所,V,12,12,5,0
20240112,XDCE,大商所,Y,8,8,4,0
20240112,XSGE,上期所,AG,12,12,12,0
20240112,XSGE,上期所,AL,12,12,3,0
20240112,XSGE,上期所,AO,12,11,3,0
20240112,XSGE,上期所,AU,8,8,3,0
20240112,XSGE,上期所,BR,12,12,4,0
20240112,XSGE,上期所,BU,16,16,5,0
20240112,XSGE,上期所,CU,12,12,4,0
20240112,XSGE,上期所,FU,12,12,10,0
20240112,XSGE,上期所,HC,12,12,4,0
20240112,XSGE,上期所,NI,12,12,4,0
20240112,XSGE,上期所,PB,12,12,3,0
20240112,XSGE,上期所,RB,12,12,8,0
20240112,XSGE,上期所,RU,10,10,2,0
20240112,XSGE,上期所,SN,12,12,3,0
20240112,XSGE,上期所,SP,12,12,4,0
20240112,XSGE,上期所,SS,12,12,3,0
20240112,XSGE,上期所,ZN,12,12,3,0
20240112,XSIE,能源中心,BC,12,12,1,0
20240112,XSIE,能源中心,LU,12,12,3,0
20240112,XSIE,能源中心,NR,12,12,3,0
20240112,XSIE,能源中心,SC,20,20,3,0
20240115,XDCE,大商所,A,6,6,2,0
20240115,XDCE,大商所,B,12,12,3,0
20240115,XDCE,大商所,C,6,6,4,0
20240115,XDCE,大商所,CS,6,6,4,0
20240115,XDCE,大商所,EB,12,12,5,0
20240115,XDCE,大商所,EG,12,12,4,0
20240115,XDCE,大商所,I,12,12,6,0
20240115,XDCE,大商所,J,12,12,1,0
20240115,XDCE,大商所,JM,12,12,1,0
20240115,XDCE,大商所,L,12,12,2,0
20240115,XDCE,大商所,M,8,8,6,0
20240115,XDCE,大商所,P,12,12,2,0
20240115,XDCE,大商所,PG,12,12,4,0
20240115,XDCE,大商所,PP,12,12,3,0
20240115,XDCE,大商所,RR,12,12,1,0
20240115,XDCE,大商所,V,12,12,4,0
20240115,XDCE,大商所,Y,8,8,4,0
20240115,XSGE,上期所,AG,12,12,6,0
20240115,XSGE,上期所,AL,12,12,3,0
20240115,XSGE,上期所,AO,12,11,4,0
20240115,XSGE,上期所,AU,8,8,5,0
20240115,XSGE,上期所,BR,12,12,3,0
20240115,XSGE,上期所,BU,16,16,4,0
20240115,XSGE,上期所,CU,12,12,4,0
20240115,XSGE,上期所,FU,12,12,8,0
20240115,XSGE,上期所,HC,12,12,4,0
20240115,XSGE,上期所,NI,12,12,3,0
20240115,XSGE,上期所,PB,12,12,2,0
20240115,XSGE,上期所,RB,12,12,7,0
20240115,XSGE,上期所,RU,10,10,2,0
20240115,XSGE,上期所,SN,12,12,3,0
20240115,XSGE,上期所,SP,12,12,3,0
20240115,XSGE,上期所,SS,12,12,5,0
20240115,XSGE,上期所,ZN,12,12,2,0
20240115,XSIE,能源中心,BC,12,12,1,0
20240115,XSIE,能源中心,LU,12,12,4,0
20240115,XSIE,能源中心,NR,12,12,3,0
20240115,XSIE,能源中心,SC,20,20,4,0
20240116,XDCE,大商所,A,6,6,2,0
20240116,XDCE,大商所,B,12,12,3,0
20240116,XDCE,大商所,C,6,6,4,0
20240116,XDCE,大商所,CS,6,6,2,0
20240116,XDCE,大商所,EB,12,12,4,0
20240116,XDCE,大商所,EG,12,12,4,0
20240116,XDCE,大商所,I,12,12,7,0
20240116,XDCE,大商所,J,12,12,2,0
20240116,XDCE,大商所,JM,12,12,1,0
20240116,XDCE,大商所,L,12,12,3,0
20240116,XDCE,大商所,M,8,8,6,0
20240116,XDCE,大商所,P,12,12,3,0
20240116,XDCE,大商所,PG,12,12,5,0
20240116,XDCE,大商所,PP,12,12,5,0
20240116,XDCE,大商所,RR,12,12,1,0
20240116,XDCE,大商所,V,12,12,5,0
20240116,XDCE,大商所,Y,8,8,3,0
20240116,XSGE,上期所,AG,12,12,5,0
20240116,XSGE,上期所,AL,12,12,4,0
20240116,XSGE,上期所,AO,12,12,4,0
20240116,XSGE,上期所,AU,8,8,4,0
20240116,XSGE,上期所,BR,12,12,2,0
20240116,XSGE,上期所,BU,16,16,3,0
20240116,XSGE,上期所,CU,12,12,3,0
20240116,XSGE,上期所,FU,12,12,10,0
20240116,XSGE,上期所,HC,12,12,3,0
20240116,XSGE,上期所,NI,12,12,3,0
20240116,XSGE,上期所,PB,12,12,2,0
20240116,XSGE,上期所,RB,12,12,7,0
20240116,XSGE,上期所,RU,10,10,4,0
20240116,XSGE,上期所,SN,12,12,2,0
20240116,XSGE,上期所,SP,12,12,5,0
20240116,XSGE,上期所,SS,12,12,4,0
20240116,XSGE,上期所,ZN,12,12,5,0
20240116,XSIE,能源中心,BC,12,12,1,0
20240116,XSIE,能源中心,LU,12,12,4,0
20240116,XSIE,能源中心,NR,12,12,3,0
20240116,XSIE,能源中心,SC,20,20,4,0
20240117,XDCE,大商所,A,6,6,2,0
20240117,XDCE,大商所,B,12,12,3,0
20240117,XDCE,大商所,C,6,6,4,0
20240117,XDCE,大商所,CS,6,6,3,0
20240117,XDCE,大商所,EB,12,12,4,0
20240117,XDCE,大商所,EG,12,12,7,0
20240117,XDCE,大商所,I,12,12,9,0
20240117,XDCE,大商所,J,12,12,3,0
20240117,XDCE,大商所,JM,12,12,2,0
20240117,XDCE,大商所,L,12,12,4,0
20240117,XDCE,大商所,M,8,8,5,0
20240117,XDCE,大商所,P,12,12,2,0
20240117,XDCE,大商所,PG,12,12,5,0
20240117,XDCE,大商所,PP,12,12,6,0
20240117,XDCE,大商所,RR,12,12,0,0
20240117,XDCE,大商所,V,12,12,4,0
20240117,XDCE,大商所,Y,8,8,4,0
20240117,XSGE,上期所,AG,12,12,7,0
20240117,XSGE,上期所,AL,12,12,4,0
20240117,XSGE,上期所,AO,12,12,4,0
20240117,XSGE,上期所,AU,8,8,4,0
20240117,XSGE,上期所,BR,12,12,1,0
20240117,XSGE,上期所,BU,16,16,5,0
20240117,XSGE,上期所,CU,12,12,5,0
20240117,XSGE,上期所,FU,12,12,7,0
20240117,XSGE,上期所,HC,12,12,3,0
20240117,XSGE,上期所,NI,12,12,3,0
20240117,XSGE,上期所,PB,12,12,2,0
20240117,XSGE,上期所,RB,12,12,9,0
20240117,XSGE,上期所,RU,10,10,5,0
20240117,XSGE,上期所,SN,12,12,2,0
20240117,XSGE,上期所,SP,12,12,3,0
20240117,XSGE,上期所,SS,12,12,4,0
20240117,XSGE,上期所,ZN,12,12,3,0
20240117,XSIE,能源中心,BC,12,12,1,0
20240117,XSIE,能源中心,LU,12,12,3,0
20240117,XSIE,能源中心,NR,12,12,3,0
20240117,XSIE,能源中心,SC,20,20,3,0
20240118,XDCE,大商所,A,6,6,2,0
20240118,XDCE,大商所,B,12,12,3,0
20240118,XDCE,大商所,C,6,6,4,0
20240118,XDCE,大商所,CS,6,6,2,0
20240118,XDCE,大商所,EB,12,12,5,0
20240118,XDCE,大商所,EG,12,12,6,0
20240118,XDCE,大商所,I,12,12,8,0
20240118,XDCE,大商所,J,12,12,2,0
20240118,XDCE,大商所,JM,12,12,5,0
20240118,XDCE,大商所,L,12,12,4,0
20240118,XDCE,大商所,M,8,8,6,0
20240118,XDCE,大商所,P,12,12,3,0
20240118,XDCE,大商所,PG,12,12,4,0
20240118,XDCE,大商所,PP,12,12,4,0
20240118,XDCE,大商所,RR,12,12,3,0
20240118,XDCE,大商所,V,12,12,3,0
20240118,XDCE,大商所,Y,8,8,3,0
20240118,XSGE,上期所,AG,12,12,7,0
20240118,XSGE,上期所,AL,12,12,4,0
20240118,XSGE,上期所,AO,12,12,3,0
20240118,XSGE,上期所,AU,8,8,3,0
20240118,XSGE,上期所,BR,12,12,3,0
20240118,XSGE,上期所,BU,16,16,3,0
20240118,XSGE,上期所,CU,12,12,5,0
20240118,XSGE,上期所,FU,12,12,11,0
20240118,XSGE,上期所,HC,12,12,2,0
20240118,XSGE,上期所,NI,12,12,4,0
20240118,XSGE,上期所,PB,12,12,3,0
20240118,XSGE,上期所,RB,12,12,8,0
20240118,XSGE,上期所,RU,10,10,2,0
20240118,XSGE,上期所,SN,12,12,2,0
20240118,XSGE,上期所,SP,12,12,3,0
20240118,XSGE,上期所,SS,12,12,4,0
20240118,XSGE,上期所,ZN,12,12,4,0
20240118,XSIE,能源中心,BC,12,12,2,0
20240118,XSIE,能源中心,LU,12,12,3,0
20240118,XSIE,能源中心,NR,12,12,3,0
20240118,XSIE,能源中心,SC,20,20,4,0
20240119,XDCE,大商所,A,6,6,2,0
20240119,XDCE,大商所,B,12,12,3,0
20240119,XDCE,大商所,C,6,6,5,0
20240119,XDCE,大商所,CS,6,6,2,0
20240119,XDCE,大商所,EB,12,12,4,0
20240119,XDCE,大商所,EG,12,12,4,0
20240119,XDCE,大商所,I,12,12,7,0
20240119,XDCE,大商所,J,12,12,1,0
20240119,XDCE,大商所,JM,12,12,1,0
20240119,XDCE,大商所,L,12,12,2,0
20240119,XDCE,大商所,M,8,8,5,0
20240119,XDCE,大商所,P,12,12,3,0
20240119,XDCE,大商所,PG,12,12,3,0
20240119,XDCE,大商所,PP,12,12,3,0
20240119,XDCE,大商所,RR,12,12,2,0
20240119,XDCE,大商所,V,12,12,2,0
20240119,XDCE,大商所,Y,8,8,3,0
20240119,XSGE,上期所,AG,12,12,5,0
20240119,XSGE,上期所,AL,12,12,4,0
20240119,XSGE,上期所,AO,12,12,4,0
20240119,XSGE,上期所,AU,8,8,4,0
20240119,XSGE,上期所,BR,12,12,2,0
20240119,XSGE,上期所,BU,16,16,3,0
20240119,XSGE,上期所,CU,12,12,4,0
20240119,XSGE,上期所,FU,12,12,9,0
20240119,XSGE,上期所,HC,12,12,3,0
20240119,XSGE,上期所,NI,12,12,4,0
20240119,XSGE,上期所,PB,12,12,2,0
20240119,XSGE,上期所,RB,12,12,9,0
20240119,XSGE,上期所,RU,10,10,2,0
20240119,XSGE,上期所,SN,12,12,2,0
20240119,XSGE,上期所,SP,12,12,3,0
20240119,XSGE,上期所,SS,12,12,4,0
20240119,XSGE,上期所,ZN,12,12,4,0
20240119,XSIE,能源中心,BC,12,12,1,0
20240119,XSIE,能源中心,LU,12,12,5,0
20240119,XSIE,能源中心,NR,12,12,3,0
20240119,XSIE,能源中心,SC,20,20,3,0
20240122,XDCE,大商所,A,6,6,3,0
20240122,XDCE,大商所,B,12,12,3,0
20240122,XDCE,大商所,C,6,6,3,0
20240122,XDCE,大商所,CS,6,6,2,0
20240122,XDCE,大商所,EB,12,12,4,0
20240122,XDCE,大商所,EG,12,12,5,0
20240122,XDCE,大商所,I,12,12,5,0
20240122,XDCE,大商所,J,12,12,1,0
20240122,XDCE,大商所,JM,12,12,1,0
20240122,XDCE,大商所,L,12,12,2,0
20240122,XDCE,大商所,M,8,8,4,0
20240122,XDCE,大商所,P,12,12,3,0
20240122,XDCE,大商所,PG,12,12,3,0
20240122,XDCE,大商所,PP,12,12,2,0
20240122,XDCE,大商所,RR,12,12,2,0
20240122,XDCE,大商所,V,12,12,5,0
20240122,XDCE,大商所,Y,8,8,4,0
20240122,XSGE,上期所,AG,12,12,7,0
20240122,XSGE,上期所,AL,12,12,4,0
20240122,XSGE,上期所,AO,12,12,3,0
20240122,XSGE,上期所,AU,8,8,4,0
20240122,XSGE,上期所,BR,12,12,2,0
20240122,XSGE,上期所,BU,16,16,2,0
20240122,XSGE,上期所,CU,12,12,5,0
20240122,XSGE,上期所,FU,12,12,11,0
20240122,XSGE,上期所,HC,12,12,3,0
20240122,XSGE,上期所,NI,12,12,3,0
20240122,XSGE,上期所,PB,12,12,3,0
20240122,XSGE,上期所,RB,12,12,9,0
20240122,XSGE,上期所,RU,10,10,3,0
20240122,XSGE,上期所,SN,12,12,5,0
20240122,XSGE,上期所,SP,12,12,5,0
20240122,XSGE,上期所,SS,12,12,3,0
20240122,XSGE,上期所,ZN,12,12,3,0
20240122,XSIE,能源中心,BC,12,12,1,0
20240122,XSIE,能源中心,LU,12,12,3,0
20240122,XSIE,能源中心,NR,12,12,2,0
20240122,XSIE,能源中心,SC,20,20,3,0
20240123,XDCE,大商所,A,6,6,3,0
20240123,XDCE,大商所,B,12,12,4,0
20240123,XDCE,大商所,C,6,6,4,0
20240123,XDCE,大商所,CS,6,6,2,0
20240123,XDCE,大商所,EB,12,12,4,0
20240123,XDCE,大商所,EG,12,12,3,0
20240123,XDCE,大商所,I,12,12,5,0
20240123,XDCE,大商所,J,12,12,1,0
20240123,XDCE,大商所,JM,12,12,1,0
20240123,XDCE,大商所,L,12,12,3,0
20240123,XDCE,大商所,M,8,8,5,0
20240123,XDCE,大商所,P,12,12,4,0
20240123,XDCE,大商所,PG,12,12,4,0
20240123,XDCE,大商所,PP,12,12,5,0
20240123,XDCE,大商所,RR,12,12,1,0
20240123,XDCE,大商所,V,12,12,4,0
20240123,XDCE,大商所,Y,8,8,5,0
20240123,XSGE,上期所,AG,12,12,7,0
20240123,XSGE,上期所,AL,12,12,4,0
20240123,XSGE,上期所,AO,12,12,3,0
20240123,XSGE,上期所,AU,8,8,5,0
20240123,XSGE,上期所,BR,12,12,2,0
20240123,XSGE,上期所,BU,16,16,3,0
20240123,XSGE,上期所,CU,12,12,6,0
20240123,XSGE,上期所,FU,12,12,10,0
20240123,XSGE,上期所,HC,12,12,4,0
20240123,XSGE,上期所,NI,12,12,4,0
20240123,XSGE,上期所,PB,12,12,3,0
20240123,XSGE,上期所,RB,12,12,11,0
20240123,XSGE,上期所,RU,10,10,3,0
20240123,XSGE,上期所,SN,12,12,2,0
20240123,XSGE,上期所,SP,12,12,4,0
20240123,XSGE,上期所,SS,12,12,4,0
20240123,XSGE,上期所,ZN,12,12,4,0
20240123,XSIE,能源中心,BC,12,12,1,0
20240123,XSIE,能源中心,LU,12,12,3,0
20240123,XSIE,能源中心,NR,12,12,3,0
20240123,XSIE,能源中心,SC,20,20,3,0
20240124,XDCE,大商所,A,6,6,2,0
20240124,XDCE,大商所,B,12,12,3,0
20240124,XDCE,大商所,C,6,6,4,0
