clearing_day,weekday,tdate,market,market_cn,product,n_contracts,bars,min_bt,max_bt,prev_file,gap_days
20130705,周五,20130704,XSGE,上期所,AG,12,2160,21:00,23:59,20130704,1.0
20130705,周五,20130704,XSGE,上期所,AU,12,2160,21:00,23:59,20130704,1.0
20140102,周四,20131231,XSGE,上期所,AG,12,2160,21:00,23:59,20131231,2.0
20140102,周四,20140101,XSGE,上期所,AG,12,1812,00:00,02:30,20131231,2.0
20140102,周四,20140101,XSGE,上期所,AL,12,732,00:00,01:00,20131231,2.0
20140102,周四,20131231,XSGE,上期所,AL,12,2160,21:00,23:59,20131231,2.0
20140102,周四,20131231,XSGE,上期所,AU,10,1800,21:00,23:59,20131231,2.0
20140102,周四,20140101,XSGE,上期所,AU,10,1510,00:00,02:30,20131231,2.0
20140102,周四,20140101,XSGE,上期所,CU,12,732,00:00,01:00,20131231,2.0
20140102,周四,20131231,XSGE,上期所,CU,12,2160,21:00,23:59,20131231,2.0
20140102,周四,20131231,XSGE,上期所,PB,12,2160,21:00,23:59,20131231,2.0
20140102,周四,20140101,XSGE,上期所,PB,12,732,00:00,01:00,20131231,2.0
20140102,周四,20140101,XSGE,上期所,ZN,12,732,00:00,01:00,20131231,2.0
20140102,周四,20131231,XSGE,上期所,ZN,12,2160,21:00,23:59,20131231,2.0
20150928,周一,20150925,XDCE,大商所,A,9,1359,21:00,23:30,20150925,3.0
20150928,周一,20150925,XDCE,大商所,B,6,906,21:00,23:30,20150925,3.0
20150928,周一,20150925,XDCE,大商所,I,12,1812,21:00,23:30,20150925,3.0
20150928,周一,20150925,XDCE,大商所,J,12,1812,21:00,23:30,20150925,3.0
20150928,周一,20150925,XDCE,大商所,JM,12,1812,21:00,23:30,20150925,3.0
20150928,周一,20150925,XDCE,大商所,M,8,1208,21:00,23:30,20150925,3.0
20150928,周一,20150925,XDCE,大商所,P,12,1812,21:00,23:30,20150925,3.0
20150928,周一,20150925,XDCE,大商所,Y,8,1208,21:00,23:30,20150925,3.0
20150928,周一,20150926,XSGE,上期所,AG,12,1812,00:00,02:30,20150925,3.0
20150928,周一,20150925,XSGE,上期所,AG,12,2160,21:00,23:59,20150925,3.0
20150928,周一,20150926,XSGE,上期所,AL,12,732,00:00,01:00,20150925,3.0
20150928,周一,20150925,XSGE,上期所,AL,12,2160,21:00,23:59,20150925,3.0
20150928,周一,20150926,XSGE,上期所,AU,8,1208,00:00,02:30,20150925,3.0
20150928,周一,20150925,XSGE,上期所,AU,8,1440,21:00,23:59,20150925,3.0
20150928,周一,20150926,XSGE,上期所,BU,12,732,00:00,01:00,20150925,3.0
20150928,周一,20150925,XSGE,上期所,BU,12,2160,21:00,23:59,20150925,3.0
20150928,周一,20150926,XSGE,上期所,CU,12,732,00:00,01:00,20150925,3.0
20150928,周一,20150925,XSGE,上期所,CU,12,2160,21:00,23:59,20150925,3.0
20150928,周一,20150926,XSGE,上期所,HC,12,732,00:00,01:00,20150925,3.0
20150928,周一,20150925,XSGE,上期所,HC,12,2160,21:00,23:59,20150925,3.0
20150928,周一,20150926,XSGE,上期所,NI,12,732,00:00,01:00,20150925,3.0
20150928,周一,20150925,XSGE,上期所,NI,12,2160,21:00,23:59,20150925,3.0
20150928,周一,20150926,XSGE,上期所,PB,12,732,00:00,01:00,20150925,3.0
20150928,周一,20150925,XSGE,上期所,PB,12,2160,21:00,23:59,20150925,3.0
20150928,周一,20150926,XSGE,上期所,RB,12,732,00:00,01:00,20150925,3.0
20150928,周一,20150925,XSGE,上期所,RB,12,2160,21:00,23:59,20150925,3.0
20150928,周一,20150925,XSGE,上期所,RU,10,1210,21:00,23:00,20150925,3.0
20150928,周一,20150926,XSGE,上期所,SN,12,732,00:00,01:00,20150925,3.0
20150928,周一,20150925,XSGE,上期所,SN,12,2160,21:00,23:59,20150925,3.0
20150928,周一,20150926,XSGE,上期所,ZN,12,732,00:00,01:00,20150925,3.0
20150928,周一,20150925,XSGE,上期所,ZN,12,2160,21:00,23:59,20150925,3.0
20150928,周一,20150925,XZCE,郑商所,CF,6,906,21:00,23:30,20150925,3.0
20150928,周一,20150925,XZCE,郑商所,FG,12,1812,21:00,23:30,20150925,3.0
20150928,周一,20150925,XZCE,郑商所,MA,12,1812,21:00,23:30,20150925,3.0
20150928,周一,20150925,XZCE,郑商所,OI,6,906,21:00,23:30,20150925,3.0
20150928,周一,20150925,XZCE,郑商所,RM,7,1057,21:00,23:30,20150925,3.0
20150928,周一,20150925,XZCE,郑商所,SR,9,1359,21:00,23:30,20150925,3.0
20150928,周一,20150925,XZCE,郑商所,TA,12,1812,21:00,23:30,20150925,3.0
20150928,周一,20150925,XZCE,郑商所,ZC,5,755,21:00,23:30,20150925,3.0
20200102,周四,20191231,XDCE,大商所,A,6,726,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,B,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,C,6,726,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,CS,6,726,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,EB,9,1089,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,EG,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,I,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,J,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,JM,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,L,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,M,8,968,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,P,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,PP,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,RR,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,V,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XDCE,大商所,Y,8,968,21:00,23:00,20191231,2.0
20200102,周四,20200101,XSGE,上期所,AG,12,1812,00:00,02:30,20191231,2.0
20200102,周四,20191231,XSGE,上期所,AG,12,2160,21:00,23:59,20191231,2.0
20200102,周四,20200101,XSGE,上期所,AL,12,732,00:00,01:00,20191231,2.0
20200102,周四,20191231,XSGE,上期所,AL,12,2160,21:00,23:59,20191231,2.0
20200102,周四,20200101,XSGE,上期所,AU,8,1208,00:00,02:30,20191231,2.0
20200102,周四,20191231,XSGE,上期所,AU,8,1440,21:00,23:59,20191231,2.0
20200102,周四,20191231,XSGE,上期所,BU,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20200101,XSGE,上期所,CU,12,732,00:00,01:00,20191231,2.0
20200102,周四,20191231,XSGE,上期所,CU,12,2160,21:00,23:59,20191231,2.0
20200102,周四,20191231,XSGE,上期所,FU,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XSGE,上期所,HC,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20200101,XSGE,上期所,NI,12,732,00:00,01:00,20191231,2.0
20200102,周四,20191231,XSGE,上期所,NI,12,2160,21:00,23:59,20191231,2.0
20200102,周四,20200101,XSGE,上期所,PB,12,732,00:00,01:00,20191231,2.0
20200102,周四,20191231,XSGE,上期所,PB,12,2160,21:00,23:59,20191231,2.0
20200102,周四,20191231,XSGE,上期所,RB,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XSGE,上期所,RU,10,1210,21:00,23:00,20191231,2.0
20200102,周四,20200101,XSGE,上期所,SN,12,732,00:00,01:00,20191231,2.0
20200102,周四,20191231,XSGE,上期所,SN,12,2160,21:00,23:59,20191231,2.0
20200102,周四,20191231,XSGE,上期所,SP,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20200101,XSGE,上期所,SS,11,671,00:00,01:00,20191231,2.0
20200102,周四,20191231,XSGE,上期所,SS,11,1980,21:00,23:59,20191231,2.0
20200102,周四,20200101,XSGE,上期所,ZN,12,732,00:00,01:00,20191231,2.0
20200102,周四,20191231,XSGE,上期所,ZN,12,2160,21:00,23:59,20191231,2.0
20200102,周四,20191231,XSIE,能源中心,NR,11,1331,21:00,23:00,20191231,2.0
20200102,周四,20200101,XSIE,能源中心,SC,20,3020,00:00,02:30,20191231,2.0
20200102,周四,20191231,XSIE,能源中心,SC,20,3600,21:00,23:59,20191231,2.0
20200102,周四,20191231,XZCE,郑商所,CF,6,726,21:00,23:00,20191231,2.0
20200102,周四,20191231,XZCE,郑商所,CY,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XZCE,郑商所,FG,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XZCE,郑商所,MA,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XZCE,郑商所,OI,6,726,21:00,23:00,20191231,2.0
20200102,周四,20191231,XZCE,郑商所,RM,7,847,21:00,23:00,20191231,2.0
20200102,周四,20191231,XZCE,郑商所,SA,8,968,21:00,23:00,20191231,2.0
20200102,周四,20191231,XZCE,郑商所,SR,6,726,21:00,23:00,20191231,2.0
20200102,周四,20191231,XZCE,郑商所,TA,12,1452,21:00,23:00,20191231,2.0
20200102,周四,20191231,XZCE,郑商所,ZC,12,1452,21:00,23:00,20191231,2.0
20221010,周一,20221007,XDCE,大商所,A,6,726,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,B,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,C,6,726,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,CS,6,726,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,EB,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,EG,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,I,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,J,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,JM,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,L,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,M,8,968,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,P,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,PG,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,PP,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,RR,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,V,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XDCE,大商所,Y,8,968,21:00,23:00,20220930,10.0
20221010,周一,20221008,XSGE,上期所,AG,12,1812,00:00,02:30,20220930,10.0
20221010,周一,20221007,XSGE,上期所,AG,12,2160,21:00,23:59,20220930,10.0
20221010,周一,20221008,XSGE,上期所,AL,12,732,00:00,01:00,20220930,10.0
20221010,周一,20221007,XSGE,上期所,AL,12,2160,21:00,23:59,20220930,10.0
20221010,周一,20221008,XSGE,上期所,AU,8,1208,00:00,02:30,20220930,10.0
20221010,周一,20221007,XSGE,上期所,AU,8,1440,21:00,23:59,20220930,10.0
20221010,周一,20221007,XSGE,上期所,BU,16,1936,21:00,23:00,20220930,10.0
20221010,周一,20221008,XSGE,上期所,CU,12,732,00:00,01:00,20220930,10.0
20221010,周一,20221007,XSGE,上期所,CU,12,2160,21:00,23:59,20220930,10.0
20221010,周一,20221007,XSGE,上期所,FU,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XSGE,上期所,HC,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221008,XSGE,上期所,NI,12,732,00:00,01:00,20220930,10.0
20221010,周一,20221007,XSGE,上期所,NI,12,2160,21:00,23:59,20220930,10.0
20221010,周一,20221008,XSGE,上期所,PB,12,732,00:00,01:00,20220930,10.0
20221010,周一,20221007,XSGE,上期所,PB,12,2160,21:00,23:59,20220930,10.0
20221010,周一,20221007,XSGE,上期所,RB,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XSGE,上期所,RU,10,1210,21:00,23:00,20220930,10.0
20221010,周一,20221008,XSGE,上期所,SN,12,732,00:00,01:00,20220930,10.0
20221010,周一,20221007,XSGE,上期所,SN,12,2160,21:00,23:59,20220930,10.0
20221010,周一,20221007,XSGE,上期所,SP,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221008,XSGE,上期所,SS,12,732,00:00,01:00,20220930,10.0
20221010,周一,20221007,XSGE,上期所,SS,12,2160,21:00,23:59,20220930,10.0
20221010,周一,20221007,XSGE,上期所,ZN,12,2160,21:00,23:59,20220930,10.0
20221010,周一,20221008,XSGE,上期所,ZN,12,732,00:00,01:00,20220930,10.0
20221010,周一,20221008,XSIE,能源中心,BC,12,732,00:00,01:00,20220930,10.0
20221010,周一,20221007,XSIE,能源中心,BC,12,2160,21:00,23:59,20220930,10.0
20221010,周一,20221007,XSIE,能源中心,LU,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XSIE,能源中心,NR,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221008,XSIE,能源中心,SC,20,3020,00:00,02:30,20220930,10.0
20221010,周一,20221007,XSIE,能源中心,SC,20,3600,21:00,23:59,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,CF,6,726,21:00,23:00,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,CY,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,FG,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,MA,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,OI,6,726,21:00,23:00,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,PF,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,RM,7,847,21:00,23:00,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,SA,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,SR,6,726,21:00,23:00,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,TA,12,1452,21:00,23:00,20220930,10.0
20221010,周一,20221007,XZCE,郑商所,ZC,12,1452,21:00,23:00,20220930,10.0
20230103,周二,20230102,XDCE,大商所,A,6,726,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,B,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,C,6,726,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,CS,6,726,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,EB,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,EG,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,I,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,J,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,JM,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,L,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,M,8,968,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,P,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,PG,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,PP,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,RR,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,V,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XDCE,大商所,Y,8,968,21:00,23:00,20221230,4.0
20230103,周二,20230102,XSGE,上期所,AG,12,2160,21:00,23:59,20221230,4.0
20230103,周二,20230102,XSGE,上期所,AL,12,2160,21:00,23:59,20221230,4.0
20230103,周二,20230102,XSGE,上期所,AU,8,1440,21:00,23:59,20221230,4.0
20230103,周二,20230102,XSGE,上期所,BU,16,1936,21:00,23:00,20221230,4.0
20230103,周二,20230102,XSGE,上期所,CU,12,2160,21:00,23:59,20221230,4.0
20230103,周二,20230102,XSGE,上期所,FU,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XSGE,上期所,HC,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XSGE,上期所,NI,12,2160,21:00,23:59,20221230,4.0
20230103,周二,20230102,XSGE,上期所,PB,12,2160,21:00,23:59,20221230,4.0
20230103,周二,20230102,XSGE,上期所,RB,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XSGE,上期所,RU,10,1210,21:00,23:00,20221230,4.0
20230103,周二,20230102,XSGE,上期所,SN,12,2160,21:00,23:59,20221230,4.0
20230103,周二,20230102,XSGE,上期所,SP,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XSGE,上期所,SS,12,2160,21:00,23:59,20221230,4.0
20230103,周二,20230102,XSGE,上期所,ZN,12,2160,21:00,23:59,20221230,4.0
20230103,周二,20230102,XSIE,能源中心,BC,12,2160,21:00,23:59,20221230,4.0
20230103,周二,20230102,XSIE,能源中心,LU,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XSIE,能源中心,NR,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XSIE,能源中心,SC,20,3600,21:00,23:59,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,CF,6,726,21:00,23:00,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,CY,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,FG,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,MA,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,OI,6,726,21:00,23:00,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,PF,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,RM,7,847,21:00,23:00,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,SA,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,SR,6,726,21:00,23:00,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,TA,12,1452,21:00,23:00,20221230,4.0
20230103,周二,20230102,XZCE,郑商所,ZC,12,1452,21:00,23:00,20221230,4.0
20230130,周一,20230127,XDCE,大商所,A,6,726,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,B,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,C,6,726,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,CS,6,726,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,EB,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,EG,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,I,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,J,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,JM,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,L,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,M,8,968,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,P,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,PG,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,PP,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,RR,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,V,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XDCE,大商所,Y,8,968,21:00,23:00,20230120,10.0
20230130,周一,20230128,XSGE,上期所,AG,12,1812,00:00,02:30,20230120,10.0
20230130,周一,20230127,XSGE,上期所,AG,12,2160,21:00,23:59,20230120,10.0
20230130,周一,20230127,XSGE,上期所,AL,12,2160,21:00,23:59,20230120,10.0
20230130,周一,20230128,XSGE,上期所,AL,12,732,00:00,01:00,20230120,10.0
20230130,周一,20230128,XSGE,上期所,AU,8,1208,00:00,02:30,20230120,10.0
20230130,周一,20230127,XSGE,上期所,AU,8,1440,21:00,23:59,20230120,10.0
20230130,周一,20230127,XSGE,上期所,BU,16,1936,21:00,23:00,20230120,10.0
20230130,周一,20230128,XSGE,上期所,CU,12,732,00:00,01:00,20230120,10.0
20230130,周一,20230127,XSGE,上期所,CU,12,2160,21:00,23:59,20230120,10.0
20230130,周一,20230127,XSGE,上期所,FU,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XSGE,上期所,HC,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230128,XSGE,上期所,NI,12,732,00:00,01:00,20230120,10.0
20230130,周一,20230127,XSGE,上期所,NI,12,2160,21:00,23:59,20230120,10.0
20230130,周一,20230128,XSGE,上期所,PB,12,732,00:00,01:00,20230120,10.0
20230130,周一,20230127,XSGE,上期所,PB,12,2160,21:00,23:59,20230120,10.0
20230130,周一,20230127,XSGE,上期所,RB,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XSGE,上期所,RU,10,1210,21:00,23:00,20230120,10.0
20230130,周一,20230128,XSGE,上期所,SN,12,732,00:00,01:00,20230120,10.0
20230130,周一,20230127,XSGE,上期所,SN,12,2160,21:00,23:59,20230120,10.0
20230130,周一,20230127,XSGE,上期所,SP,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XSGE,上期所,SS,12,2160,21:00,23:59,20230120,10.0
20230130,周一,20230128,XSGE,上期所,SS,12,732,00:00,01:00,20230120,10.0
20230130,周一,20230127,XSGE,上期所,ZN,12,2160,21:00,23:59,20230120,10.0
20230130,周一,20230128,XSGE,上期所,ZN,12,732,00:00,01:00,20230120,10.0
20230130,周一,20230128,XSIE,能源中心,BC,12,732,00:00,01:00,20230120,10.0
20230130,周一,20230127,XSIE,能源中心,BC,12,2160,21:00,23:59,20230120,10.0
20230130,周一,20230127,XSIE,能源中心,LU,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XSIE,能源中心,NR,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230128,XSIE,能源中心,SC,20,3020,00:00,02:30,20230120,10.0
20230130,周一,20230127,XSIE,能源中心,SC,20,3600,21:00,23:59,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,CF,6,726,21:00,23:00,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,CY,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,FG,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,MA,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,OI,6,726,21:00,23:00,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,PF,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,RM,7,847,21:00,23:00,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,SA,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,SR,6,726,21:00,23:00,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,TA,12,1452,21:00,23:00,20230120,10.0
20230130,周一,20230127,XZCE,郑商所,ZC,12,1452,21:00,23:00,20230120,10.0
20230406,周四,20230405,XDCE,大商所,A,6,726,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,B,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,C,6,726,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,CS,6,726,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,EB,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,EG,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,I,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,J,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,JM,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,L,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,M,8,968,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,P,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,PG,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,PP,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,RR,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,V,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XDCE,大商所,Y,8,968,21:00,23:00,20230404,2.0
20230406,周四,20230405,XSGE,上期所,AG,12,2160,21:00,23:59,20230404,2.0
20230406,周四,20230405,XSGE,上期所,AL,12,2160,21:00,23:59,20230404,2.0
20230406,周四,20230405,XSGE,上期所,AU,8,1440,21:00,23:59,20230404,2.0
20230406,周四,20230405,XSGE,上期所,BU,16,1936,21:00,23:00,20230404,2.0
20230406,周四,20230405,XSGE,上期所,CU,12,2160,21:00,23:59,20230404,2.0
20230406,周四,20230405,XSGE,上期所,FU,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XSGE,上期所,HC,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XSGE,上期所,NI,12,2160,21:00,23:59,20230404,2.0
20230406,周四,20230405,XSGE,上期所,PB,12,2160,21:00,23:59,20230404,2.0
20230406,周四,20230405,XSGE,上期所,RB,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XSGE,上期所,RU,10,1210,21:00,23:00,20230404,2.0
20230406,周四,20230405,XSGE,上期所,SN,12,2160,21:00,23:59,20230404,2.0
20230406,周四,20230405,XSGE,上期所,SP,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XSGE,上期所,SS,12,2160,21:00,23:59,20230404,2.0
20230406,周四,20230405,XSGE,上期所,ZN,12,2160,21:00,23:59,20230404,2.0
20230406,周四,20230405,XSIE,能源中心,BC,12,2160,21:00,23:59,20230404,2.0
20230406,周四,20230405,XSIE,能源中心,LU,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XSIE,能源中心,NR,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XSIE,能源中心,SC,20,3600,21:00,23:59,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,CF,6,726,21:00,23:00,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,CY,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,FG,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,MA,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,OI,6,726,21:00,23:00,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,PF,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,RM,7,847,21:00,23:00,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,SA,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,SR,6,726,21:00,23:00,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,TA,12,1452,21:00,23:00,20230404,2.0
20230406,周四,20230405,XZCE,郑商所,ZC,12,1452,21:00,23:00,20230404,2.0
20230504,周四,20230503,XDCE,大商所,A,6,726,21:00,23:00,20230428,6.0
