clearing_day,weekday,tdate,market,market_cn,product,n_contracts,bars,min_bt,max_bt,prev_file,gap_days
20260105,周一,20260102,XDCE,大商所,EG,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,I,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,J,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,JM,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,L,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,M,8,968,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,P,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,PG,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,PP,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,RR,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,V,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XDCE,大商所,Y,8,968,21:00,23:00,20251231,5.0
20260105,周一,20260103,XSGE,上期所,AG,12,1812,00:00,02:30,20251231,5.0
20260105,周一,20260102,XSGE,上期所,AG,12,2160,21:00,23:59,20251231,5.0
20260105,周一,20260103,XSGE,上期所,AL,12,732,00:00,01:00,20251231,5.0
20260105,周一,20260102,XSGE,上期所,AL,12,2160,21:00,23:59,20251231,5.0
20260105,周一,20260103,XSGE,上期所,AU,8,1208,00:00,02:30,20251231,5.0
20260105,周一,20260102,XSGE,上期所,AU,8,1440,21:00,23:59,20251231,5.0
20260105,周一,20260102,XSGE,上期所,BR,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XSGE,上期所,BU,16,1936,21:00,23:00,20251231,5.0
20260105,周一,20260103,XSGE,上期所,CU,12,732,00:00,01:00,20251231,5.0
20260105,周一,20260102,XSGE,上期所,CU,12,2160,21:00,23:59,20251231,5.0
20260105,周一,20260102,XSGE,上期所,FU,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XSGE,上期所,HC,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260103,XSGE,上期所,NI,12,732,00:00,01:00,20251231,5.0
20260105,周一,20260102,XSGE,上期所,NI,12,2160,21:00,23:59,20251231,5.0
20260105,周一,20260103,XSGE,上期所,PB,12,732,00:00,01:00,20251231,5.0
20260105,周一,20260102,XSGE,上期所,PB,12,2160,21:00,23:59,20251231,5.0
20260105,周一,20260102,XSGE,上期所,RB,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XSGE,上期所,RU,10,1210,21:00,23:00,20251231,5.0
20260105,周一,20260103,XSGE,上期所,SN,12,732,00:00,01:00,20251231,5.0
20260105,周一,20260102,XSGE,上期所,SN,12,2160,21:00,23:59,20251231,5.0
20260105,周一,20260102,XSGE,上期所,SP,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260103,XSGE,上期所,SS,12,732,00:00,01:00,20251231,5.0
20260105,周一,20260102,XSGE,上期所,SS,12,2160,21:00,23:59,20251231,5.0
20260105,周一,20260103,XSGE,上期所,ZN,12,732,00:00,01:00,20251231,5.0
20260105,周一,20260102,XSGE,上期所,ZN,12,2160,21:00,23:59,20251231,5.0
20260105,周一,20260103,XSIE,能源中心,BC,12,732,00:00,01:00,20251231,5.0
20260105,周一,20260102,XSIE,能源中心,BC,12,2160,21:00,23:59,20251231,5.0
20260105,周一,20260102,XSIE,能源中心,LU,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XSIE,能源中心,NR,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260103,XSIE,能源中心,SC,20,3020,00:00,02:30,20251231,5.0
20260105,周一,20260102,XSIE,能源中心,SC,20,3600,21:00,23:59,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,CF,6,726,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,CY,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,FG,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,MA,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,OI,6,726,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,PF,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,PR,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,PX,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,RM,7,847,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,SA,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,SH,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,SR,6,726,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,TA,12,1452,21:00,23:00,20251231,5.0
20260105,周一,20260102,XZCE,郑商所,ZC,12,1452,21:00,23:00,20251231,5.0
20260224,周二,20260223,XDCE,大商所,A,6,726,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,B,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,C,6,726,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,CS,6,726,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,EB,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,EG,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,I,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,J,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,JM,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,L,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,M,8,968,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,P,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,PG,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,PP,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,RR,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,V,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XDCE,大商所,Y,8,968,21:00,23:00,20260213,11.0
20260224,周二,20260223,XSGE,上期所,AG,12,2160,21:00,23:59,20260213,11.0
20260224,周二,20260223,XSGE,上期所,AL,12,2160,21:00,23:59,20260213,11.0
20260224,周二,20260223,XSGE,上期所,AU,8,1440,21:00,23:59,20260213,11.0
20260224,周二,20260223,XSGE,上期所,BR,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XSGE,上期所,BU,16,1936,21:00,23:00,20260213,11.0
20260224,周二,20260223,XSGE,上期所,CU,12,2160,21:00,23:59,20260213,11.0
20260224,周二,20260223,XSGE,上期所,FU,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XSGE,上期所,HC,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XSGE,上期所,NI,12,2160,21:00,23:59,20260213,11.0
20260224,周二,20260223,XSGE,上期所,PB,12,2160,21:00,23:59,20260213,11.0
20260224,周二,20260223,XSGE,上期所,RB,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XSGE,上期所,RU,10,1210,21:00,23:00,20260213,11.0
20260224,周二,20260223,XSGE,上期所,SN,12,2160,21:00,23:59,20260213,11.0
20260224,周二,20260223,XSGE,上期所,SP,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XSGE,上期所,SS,12,2160,21:00,23:59,20260213,11.0
20260224,周二,20260223,XSGE,上期所,ZN,12,2160,21:00,23:59,20260213,11.0
20260224,周二,20260223,XSIE,能源中心,BC,12,2160,21:00,23:59,20260213,11.0
20260224,周二,20260223,XSIE,能源中心,LU,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XSIE,能源中心,NR,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XSIE,能源中心,SC,20,3600,21:00,23:59,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,CF,6,726,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,CY,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,FG,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,MA,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,OI,6,726,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,PF,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,PR,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,PX,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,RM,7,847,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,SA,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,SH,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,SR,6,726,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,TA,12,1452,21:00,23:00,20260213,11.0
20260224,周二,20260223,XZCE,郑商所,ZC,12,1452,21:00,23:00,20260213,11.0
20260407,周二,20260406,XDCE,大商所,A,6,726,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,B,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,C,6,726,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,CS,6,726,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,EB,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,EG,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,I,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,J,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,JM,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,L,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,M,8,968,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,P,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,PG,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,PP,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,RR,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,V,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XDCE,大商所,Y,8,968,21:00,23:00,20260403,4.0
20260407,周二,20260406,XSGE,上期所,AG,12,2160,21:00,23:59,20260403,4.0
20260407,周二,20260406,XSGE,上期所,AL,12,2160,21:00,23:59,20260403,4.0
20260407,周二,20260406,XSGE,上期所,AU,8,1440,21:00,23:59,20260403,4.0
20260407,周二,20260406,XSGE,上期所,BR,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XSGE,上期所,BU,16,1936,21:00,23:00,20260403,4.0
20260407,周二,20260406,XSGE,上期所,CU,12,2160,21:00,23:59,20260403,4.0
20260407,周二,20260406,XSGE,上期所,FU,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XSGE,上期所,HC,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XSGE,上期所,NI,12,2160,21:00,23:59,20260403,4.0
20260407,周二,20260406,XSGE,上期所,PB,12,2160,21:00,23:59,20260403,4.0
20260407,周二,20260406,XSGE,上期所,RB,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XSGE,上期所,RU,10,1210,21:00,23:00,20260403,4.0
20260407,周二,20260406,XSGE,上期所,SN,12,2160,21:00,23:59,20260403,4.0
20260407,周二,20260406,XSGE,上期所,SP,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XSGE,上期所,SS,12,2160,21:00,23:59,20260403,4.0
20260407,周二,20260406,XSGE,上期所,ZN,12,2160,21:00,23:59,20260403,4.0
20260407,周二,20260406,XSIE,能源中心,BC,12,2160,21:00,23:59,20260403,4.0
20260407,周二,20260406,XSIE,能源中心,LU,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XSIE,能源中心,NR,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XSIE,能源中心,SC,20,3600,21:00,23:59,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,CF,6,726,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,CY,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,FG,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,MA,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,OI,6,726,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,PF,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,PR,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,PX,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,RM,7,847,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,SA,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,SH,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,SR,6,726,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,TA,12,1452,21:00,23:00,20260403,4.0
20260407,周二,20260406,XZCE,郑商所,ZC,12,1452,21:00,23:00,20260403,4.0
20260506,周三,20260505,XDCE,大商所,A,6,726,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,B,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,C,6,726,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,CS,6,726,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,EB,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,EG,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,I,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,J,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,JM,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,L,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,M,8,968,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,P,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,PG,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,PP,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,RR,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,V,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XDCE,大商所,Y,8,968,21:00,23:00,20260430,6.0
20260506,周三,20260505,XSGE,上期所,AG,12,2160,21:00,23:59,20260430,6.0
20260506,周三,20260505,XSGE,上期所,AL,12,2160,21:00,23:59,20260430,6.0
20260506,周三,20260505,XSGE,上期所,AU,8,1440,21:00,23:59,20260430,6.0
20260506,周三,20260505,XSGE,上期所,BR,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XSGE,上期所,BU,16,1936,21:00,23:00,20260430,6.0
20260506,周三,20260505,XSGE,上期所,CU,12,2160,21:00,23:59,20260430,6.0
20260506,周三,20260505,XSGE,上期所,FU,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XSGE,上期所,HC,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XSGE,上期所,NI,12,2160,21:00,23:59,20260430,6.0
20260506,周三,20260505,XSGE,上期所,PB,12,2160,21:00,23:59,20260430,6.0
20260506,周三,20260505,XSGE,上期所,RB,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XSGE,上期所,RU,10,1210,21:00,23:00,20260430,6.0
20260506,周三,20260505,XSGE,上期所,SN,12,2160,21:00,23:59,20260430,6.0
20260506,周三,20260505,XSGE,上期所,SP,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XSGE,上期所,SS,12,2160,21:00,23:59,20260430,6.0
20260506,周三,20260505,XSGE,上期所,ZN,12,2160,21:00,23:59,20260430,6.0
20260506,周三,20260505,XSIE,能源中心,BC,12,2160,21:00,23:59,20260430,6.0
20260506,周三,20260505,XSIE,能源中心,LU,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XSIE,能源中心,NR,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XSIE,能源中心,SC,20,3600,21:00,23:59,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,CF,6,726,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,CY,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,FG,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,MA,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,OI,6,726,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,PF,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,PR,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,PX,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,RM,7,847,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,SA,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,SH,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,SR,6,726,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,TA,12,1452,21:00,23:00,20260430,6.0
20260506,周三,20260505,XZCE,郑商所,ZC,12,1452,21:00,23:00,20260430,6.0
20260622,周一,20260619,XDCE,大商所,A,6,726,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,B,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,C,6,726,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,CS,6,726,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,EB,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,EG,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,I,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,J,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,JM,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,L,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,M,8,968,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,P,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,PG,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,PP,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,RR,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,V,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XDCE,大商所,Y,8,968,21:00,23:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,AG,12,2160,21:00,23:59,20260618,4.0
20260622,周一,20260620,XSGE,上期所,AG,12,1812,00:00,02:30,20260618,4.0
20260622,周一,20260619,XSGE,上期所,AL,12,2160,21:00,23:59,20260618,4.0
20260622,周一,20260620,XSGE,上期所,AL,12,732,00:00,01:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,AU,8,1440,21:00,23:59,20260618,4.0
20260622,周一,20260620,XSGE,上期所,AU,8,1208,00:00,02:30,20260618,4.0
20260622,周一,20260619,XSGE,上期所,BR,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,BU,16,1936,21:00,23:00,20260618,4.0
20260622,周一,20260620,XSGE,上期所,CU,12,732,00:00,01:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,CU,12,2160,21:00,23:59,20260618,4.0
20260622,周一,20260619,XSGE,上期所,FU,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,HC,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,NI,12,2160,21:00,23:59,20260618,4.0
20260622,周一,20260620,XSGE,上期所,NI,12,732,00:00,01:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,PB,12,2160,21:00,23:59,20260618,4.0
20260622,周一,20260620,XSGE,上期所,PB,12,732,00:00,01:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,RB,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,RU,10,1210,21:00,23:00,20260618,4.0
20260622,周一,20260620,XSGE,上期所,SN,12,732,00:00,01:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,SN,12,2160,21:00,23:59,20260618,4.0
20260622,周一,20260619,XSGE,上期所,SP,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260620,XSGE,上期所,SS,12,732,00:00,01:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,SS,12,2160,21:00,23:59,20260618,4.0
20260622,周一,20260620,XSGE,上期所,ZN,12,732,00:00,01:00,20260618,4.0
20260622,周一,20260619,XSGE,上期所,ZN,12,2160,21:00,23:59,20260618,4.0
20260622,周一,20260619,XSIE,能源中心,BC,12,2160,21:00,23:59,20260618,4.0
20260622,周一,20260620,XSIE,能源中心,BC,12,732,00:00,01:00,20260618,4.0
20260622,周一,20260619,XSIE,能源中心,LU,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XSIE,能源中心,NR,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XSIE,能源中心,SC,20,3600,21:00,23:59,20260618,4.0
20260622,周一,20260620,XSIE,能源中心,SC,20,3020,00:00,02:30,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,CF,6,726,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,CY,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,FG,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,MA,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,OI,6,726,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,PF,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,PR,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,PX,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,RM,7,847,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,SA,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,SH,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,SR,6,726,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,TA,12,1452,21:00,23:00,20260618,4.0
20260622,周一,20260619,XZCE,郑商所,ZC,12,1452,21:00,23:00,20260618,4.0
