clearing_day,market,market_cn,product,contract,pre_bt,pre_vol,pre_close,pad_bt,pad_close,day0_bt,day0_open,day0_vol,dev_to_day_open,dev_to_padding,closer_to
20240102,XSGE,上期所,CU,CU2401,01:00,10,68920.0,01:00,69230.0,09:01,69230.0,0,0.004477827531417016,0.004477827531417016,padding价(前收盘)
20240102,XSGE,上期所,CU,CU2402,01:00,83,68750.0,01:00,68920.0,09:01,68920.0,0,0.0024666279744631455,0.0024666279744631455,padding价(前收盘)
20240102,XSGE,上期所,CU,CU2403,01:00,50,68790.0,01:00,68890.0,09:01,68890.0,0,0.0014515894904920889,0.0014515894904920889,padding价(前收盘)
20240102,XSGE,上期所,CU,CU2404,01:00,34,68750.0,01:00,68870.0,09:01,68870.0,0,0.0017424132423406419,0.0017424132423406419,padding价(前收盘)
20240102,XSGE,上期所,CU,CU2405,01:00,4,68700.0,01:00,68820.0,09:01,68820.0,0,0.0017436791630340018,0.0017436791630340018,padding价(前收盘)
20240102,XSGE,上期所,NI,NI2402,01:00,240,125640.0,01:00,125210.0,09:01,125210.0,0,0.003434230492772143,0.003434230492772143,padding价(前收盘)
20240102,XSGE,上期所,NI,NI2403,01:00,677,126000.0,01:00,125200.0,09:01,125200.0,0,0.006389776357827476,0.006389776357827476,padding价(前收盘)
20240102,XSGE,上期所,NI,NI2404,01:00,589,125930.0,01:00,125340.0,09:01,125340.0,0,0.004707196425722036,0.004707196425722036,padding价(前收盘)
20240102,XSGE,上期所,NI,NI2405,01:00,122,125600.0,01:00,125430.0,09:01,125430.0,0,0.0013553376385234792,0.0013553376385234792,padding价(前收盘)
20240102,XSGE,上期所,NI,NI2409,01:00,1,125600.0,01:00,125300.0,09:01,125300.0,0,0.0023942537909018356,0.0023942537909018356,padding价(前收盘)
20240102,XSGE,上期所,PB,PB2402,01:00,227,15900.0,01:00,15875.0,09:01,15875.0,0,0.0015748031496062992,0.0015748031496062992,padding价(前收盘)
20240102,XSGE,上期所,PB,PB2403,01:00,514,15850.0,01:00,15875.0,09:01,15875.0,0,0.0015748031496062992,0.0015748031496062992,padding价(前收盘)
